# extended ;1
# legs ;['blueleg']
# legs model ;['tetra']
# legs young modulus ;[35000.]
# legs poisson ratio ;[0.45]
# legs position on motor ;['counterclockwisedown', 'clockwisedown', 'counterclockwisedown', 'clockwisedown']
# connector ;bluepart
# connector type ;rigid
Target;Simulation;DepthCamera;Polhemus
[  -8. -122.    8.];[  -7.97201962 -122.29595442    7.97281139];[  -6.27351253 -121.92135746    6.9436938 ];[0.0, 0.0, 0.0]
[  -8. -122.   16.];[  -7.97100598 -122.29261095   15.9453836 ];[  -6.19651024 -121.86730581   13.43960769];[0.0, 0.0, 0.0]
[  -8. -122.   24.];[  -7.97074481 -122.28384604   23.91587172];[  -5.66299117 -122.13327448   19.21122131];[0.0, 0.0, 0.0]
[  -8. -122.   32.];[  -7.97098686 -122.26990119   31.88257727];[  -5.86021602 -122.09276843   25.31339125];[0.0, 0.0, 0.0]
[   0. -122.   32.];[ 4.46951063e-03 -1.22270572e+02  3.18832304e+01];[   0.66230465 -121.99354192   25.13940002];[0.0, 0.0, 0.0]
[   0. -122.   24.];[ 4.96563363e-03 -1.22282109e+02  2.39186934e+01];[   1.09874133 -121.68512289   19.59575265];[0.0, 0.0, 0.0]
[   0. -122.   16.];[ 3.40112627e-03 -1.22289517e+02  1.59484731e+01];[   1.37621204 -122.44808125   14.87465383];[0.0, 0.0, 0.0]
[   0. -122.    8.];[ 1.68820753e-03 -1.22295086e+02  7.97589411e+00];[   1.26085815 -122.57909568    7.6959748 ];[0.0, 0.0, 0.0]
[   0. -122.    0.];[-1.22053162e-04 -1.22297220e+02  2.59983286e-03];[   1.09741779 -122.65749077    0.7136531 ];[0.0, 0.0, 0.0]
[   0. -122.   -8.];[-1.93381023e-03 -1.22295185e+02 -7.97115125e+00];[   1.51549218 -122.7281203    -6.05269612];[0.0, 0.0, 0.0]
[   0. -122.  -16.];[-3.64856097e-03 -1.22289629e+02 -1.59441848e+01];[   1.32890391 -122.49102898  -12.51767167];[0.0, 0.0, 0.0]
[   0. -122.  -24.];[-5.21795751e-03 -1.22282250e+02 -2.39148047e+01];[   1.46130283 -122.49331387  -19.57495648];[0.0, 0.0, 0.0]
[   0. -122.  -32.];[-6.56364285e-03 -1.22270631e+02 -3.18813126e+01];[   1.38571737 -122.59016891  -26.06433562];[0.0, 0.0, 0.0]
[   8. -122.  -32.];[   7.96881205 -122.26971204  -31.88490612];[   8.63027765 -123.34034428  -25.52996831];[0.0, 0.0, 0.0]
[   8. -122.  -24.];[   7.97047798 -122.28358451  -23.92023452];[   9.15810828 -123.04067719  -19.22772454];[0.0, 0.0, 0.0]
[   8. -122.  -16.];[   7.97072115 -122.29254343  -15.95014281];[   8.67988963 -122.33782252  -14.20095565];[0.0, 0.0, 0.0]
[   8. -122.   -8.];[   7.97173021 -122.29596384   -7.97804055];[   8.50648472 -122.36944419   -7.53832755];[0.0, 0.0, 0.0]
[   8. -122.    0.];[ 7.97314443e+00 -1.22298559e+02 -4.68897378e-03];[   8.56466265 -122.64525592   -0.37548518];[0.0, 0.0, 0.0]
[   8. -122.    8.];[   7.97535651 -122.29588852    7.96919553];[   9.10716954 -122.89969424    6.92834231];[0.0, 0.0, 0.0]
[   8. -122.   16.];[   7.97864938 -122.28184565   15.94392957];[   8.42405265 -122.16581588   12.94319061];[0.0, 0.0, 0.0]
[   8. -122.   24.];[   7.98155857 -122.27131873   23.91631532];[   7.93566827 -121.81290069   18.91264903];[0.0, 0.0, 0.0]
[   8. -122.   32.];[   7.9841048  -122.26113625   31.88330637];[   8.35664474 -122.74479948   25.68196923];[0.0, 0.0, 0.0]
[  16. -122.   32.];[  15.96005125 -122.24282983   31.89050843];[  15.05799704 -122.91703324   25.638742  ];[0.0, 0.0, 0.0]
[  16. -122.   24.];[  15.95780728 -122.25956321   23.92239558];[  14.94784991 -122.45434577   19.39461999];[0.0, 0.0, 0.0]
[  16. -122.   16.];[  15.95239045 -122.27907442   15.94781581];[  14.96762329 -122.1939115    13.62570735];[0.0, 0.0, 0.0]
[  16. -122.    8.];[  15.94718056 -122.29570578    7.9728373 ];[  15.68377155 -122.7845346     7.88589824];[0.0, 0.0, 0.0]
[  16. -122.    0.];[ 1.59450818e+01 -1.22296173e+02 -1.02097139e-03];[  16.24446105 -123.31213461    1.12200648];[0.0, 0.0, 0.0]
[  16. -122.   -8.];[  15.94562573 -122.28518539   -7.97609969];[  15.91858215 -122.91831424   -6.34325049];[0.0, 0.0, 0.0]
[  16. -122.  -16.];[  15.94558524 -122.27943597  -15.95021887];[  15.78569159 -122.71698837  -13.33048347];[0.0, 0.0, 0.0]
[  16. -122.  -24.];[  15.94620651 -122.27077111  -23.92155734];[  16.21204579 -123.34900324  -19.05226218];[0.0, 0.0, 0.0]
[  16. -122.  -32.];[  15.94738104 -122.25699313  -31.88828603];[  15.81915524 -123.42386529  -25.79697776];[0.0, 0.0, 0.0]
[  24. -122.  -24.];[  23.91725551 -122.24512576  -23.93768994];[  22.72144368 -123.5606876   -20.01277778];[0.0, 0.0, 0.0]
[  24. -122.  -16.];[  23.91945136 -122.26277946  -15.95970939];[  22.51261948 -123.29161678  -13.61568577];[0.0, 0.0, 0.0]
[  24. -122.   -8.];[  23.91650559 -122.27761706   -7.9838456 ];[  22.0880669  -122.70879709   -6.48347222];[0.0, 0.0, 0.0]
[  24. -122.    0.];[ 2.39138653e+01 -1.22291838e+02 -8.15155438e-03];[  22.7698671  -123.20115726    1.27090616];[0.0, 0.0, 0.0]
[  24. -122.    8.];[  23.91613467 -122.29026497    7.9672187 ];[  22.17630945 -122.85175641    7.49223927];[0.0, 0.0, 0.0]
[  24. -122.   16.];[  23.92260713 -122.27377239   15.9432604 ];[  22.27309657 -123.1934008    13.86898281];[0.0, 0.0, 0.0]
[  24. -122.   24.];[  23.93203356 -122.24421069   23.92112486];[  21.98853802 -122.95936369   19.76708853];[0.0, 0.0, 0.0]
[  32. -122.   16.];[  31.88077335 -122.2635854    15.9525429 ];[  27.78676174 -123.51458107   13.59353508];[0.0, 0.0, 0.0]
[  32. -122.    8.];[  31.88060896 -122.27895739    7.97216272];[  28.15669844 -123.41326473    7.63199639];[0.0, 0.0, 0.0]
[  32. -122.    0.];[ 3.18777309e+01 -1.22282876e+02 -4.14244377e-03];[  28.07118608 -123.50266579    0.77880551];[0.0, 0.0, 0.0]
[  32. -122.   -8.];[  31.88112554 -122.27036296   -7.98122701];[  28.46456396 -123.67921957   -6.0646409 ];[0.0, 0.0, 0.0]
[  32. -122.  -16.];[  31.88767626 -122.24872281  -15.9589159 ];[  28.25918292 -123.9119123   -12.56783926];[0.0, 0.0, 0.0]
[  40. -130.    0.];[  39.67819859 -130.05057092   -0.20263061];[  33.02946129 -130.80436617   -0.92152356];[0.0, 0.0, 0.0]
[  32. -130.  -24.];[  32.24829573 -130.23042459  -22.17342188];[  27.81966869 -130.50722181  -16.05875886];[0.0, 0.0, 0.0]
[  32. -130.  -16.];[  31.85869996 -130.1322863   -15.94445719];[  26.98973368 -130.38233266  -13.59855707];[0.0, 0.0, 0.0]
[  32. -130.   -8.];[  31.85608368 -130.14788539   -7.97677491];[  26.791883   -130.13970297   -6.82527442];[0.0, 0.0, 0.0]
[  32. -130.    0.];[ 3.18553683e+01 -1.30153709e+02 -7.17958590e-03];[  27.1552865  -130.17553935    0.17584436];[0.0, 0.0, 0.0]
[  32. -130.    8.];[  31.85968357 -130.14635318    7.96338746];[  27.16000051 -129.96607345    6.4162413 ];[0.0, 0.0, 0.0]
[  32. -130.   16.];[  31.86837737 -130.12678962   15.93543686];[  27.9842227  -130.58647025   13.03526194];[0.0, 0.0, 0.0]
[  32. -130.   24.];[  31.87395466 -130.10226626   23.90504834];[  27.55941187 -130.08758734   19.138209  ];[0.0, 0.0, 0.0]
[  24. -130.   32.];[  23.91548216 -130.10706707   31.85745282];[  21.18988877 -130.12170792   25.93220397];[0.0, 0.0, 0.0]
[  24. -130.   24.];[  23.91128017 -130.13164239   23.90735608];[  21.12562437 -129.71448177   19.69675733];[0.0, 0.0, 0.0]
[  24. -130.   16.];[  23.90908915 -130.15042585   15.94045943];[  20.85283995 -129.00559874   13.21558792];[0.0, 0.0, 0.0]
[  24. -130.    8.];[  23.90230567 -130.16944977    7.96886163];[  21.28827681 -129.40463755    7.22362782];[0.0, 0.0, 0.0]
[  24. -130.    0.];[ 2.38990123e+01 -1.30176250e+02 -1.06115142e-03];[  21.34563674 -129.42163581    1.0310877 ];[0.0, 0.0, 0.0]
[  24. -130.   -8.];[  23.89980017 -130.16989191   -7.97108707];[  21.15732789 -129.25499989   -6.26626911];[0.0, 0.0, 0.0]
[  24. -130.  -16.];[  23.90220446 -130.15473767  -15.94096372];[  20.82683248 -129.46868683  -13.46996716];[0.0, 0.0, 0.0]
[  24. -130.  -24.];[  23.90533364 -130.13179594  -23.90930792];[  21.32360226 -130.21319801  -19.22073023];[0.0, 0.0, 0.0]
[  24. -130.  -32.];[  23.90803071 -130.10123835  -31.87343641];[  21.13040525 -130.51850938  -25.91762463];[0.0, 0.0, 0.0]
[  16. -130.  -32.];[  15.94072771 -130.12405866  -31.87149699];[  14.59477645 -130.17244657  -25.91502266];[0.0, 0.0, 0.0]
[  16. -130.  -24.];[  15.9389462  -130.14889078  -23.91211239];[  15.18089619 -129.63017691  -19.36996091];[0.0, 0.0, 0.0]
[  16. -130.  -16.];[  15.93790252 -130.16802228  -15.94468058];[  14.98899133 -129.26913872  -13.3057746 ];[0.0, 0.0, 0.0]
[  16. -130.   -8.];[  15.93627573 -130.18316385   -7.97473479];[  15.1141671  -129.28768857   -6.7737269 ];[0.0, 0.0, 0.0]
[  16. -130.    0.];[ 1.59358402e+01 -1.30190285e+02 -5.17182055e-03];[ 1.45374094e+01 -1.28931483e+02  1.53646527e-02];[0.0, 0.0, 0.0]
[  16. -130.    8.];[  15.93855809 -130.18338484    7.96493373];[  14.88479225 -128.84517119    6.56787395];[0.0, 0.0, 0.0]
[  16. -130.   16.];[  15.94230883 -130.16811834   15.93564667];[  14.83974178 -128.91824881   12.94727093];[0.0, 0.0, 0.0]
[  16. -130.   24.];[  15.94359473 -130.15312639   23.90119541];[  14.53497318 -129.01217851   19.2878607 ];[0.0, 0.0, 0.0]
[  16. -130.   32.];[  15.94423968 -130.12978113   31.85953934];[  14.91314214 -129.61237665   25.85192163];[0.0, 0.0, 0.0]
[   8. -130.   32.];[   7.97668998 -130.14343997   31.86067587];[   7.87423002 -128.76230038   24.99232767];[0.0, 0.0, 0.0]
[   8. -130.   24.];[   7.97384254 -130.16628391   23.90383563];[   8.48536731 -128.90191651   19.56327286];[0.0, 0.0, 0.0]
[   8. -130.   16.];[   7.97242443 -130.18123152   15.9390652 ];[   8.42860444 -127.99627736   12.84308336];[0.0, 0.0, 0.0]
[   8. -130.    8.];[   7.97079787 -130.19078451    7.97072429];[   8.45070388 -129.44044925    7.84186808];[0.0, 0.0, 0.0]
[   8. -130.    0.];[ 7.96879009e+00 -1.30197810e+02  1.21725364e-03];[   8.79824903 -129.69742335    0.53999102];[0.0, 0.0, 0.0]
[   8. -130.   -8.];[   7.96836969 -130.19090683   -7.96859519];[   8.802649   -129.09138096   -6.14716969];[0.0, 0.0, 0.0]
[   8. -130.  -16.];[   7.96770385 -130.18153326  -15.93717704];[   8.14286551 -128.94638239  -13.19188338];[0.0, 0.0, 0.0]
[   8. -130.  -24.];[   7.96716811 -130.16615719  -23.90236556];[   8.50743175 -129.51199365  -19.67762016];[0.0, 0.0, 0.0]
[   8. -130.  -32.];[   7.96687279 -130.14194446  -31.8622258 ];[   8.17877579 -129.58311163  -26.19491196];[0.0, 0.0, 0.0]
[   0. -130.  -40.];[ 7.25589591e-04 -1.30113748e+02 -3.98035631e+01];[   1.64760273 -130.00074909  -31.96388667];[0.0, 0.0, 0.0]
[   0. -130.  -32.];[-4.40285795e-03 -1.30147504e+02 -3.18630983e+01];[   1.54696852 -129.1442519   -25.87623424];[0.0, 0.0, 0.0]
[   0. -130.  -24.];[-3.56568133e-03 -1.30170841e+02 -2.39042112e+01];[   1.81151072 -129.0313236   -19.65735505];[0.0, 0.0, 0.0]
[   0. -130.  -16.];[-2.54198030e-03 -1.30186328e+02 -1.59395181e+01];[   1.6199805  -128.73929144  -13.01615029];[0.0, 0.0, 0.0]
[   0. -130.   -8.];[-1.39000425e-03 -1.30195731e+02 -7.97170523e+00];[   1.16643692 -128.95983236   -7.04116411];[0.0, 0.0, 0.0]
[   0. -130.    0.];[-1.63944896e-04 -1.30199945e+02 -2.72234779e-03];[ 8.79339197e-01 -1.29179497e+02  2.16156932e-02];[0.0, 0.0, 0.0]
[   0. -130.    8.];[ 1.06547539e-03 -1.30195826e+02  7.96667307e+00];[   0.97657524 -129.00593309    6.35992384];[0.0, 0.0, 0.0]
[   0. -130.   16.];[ 2.22027087e-03 -1.30186496e+02  1.59349006e+01];[ 1.69754729e-02 -1.28124202e+02  1.23768512e+01];[0.0, 0.0, 0.0]
[   0. -130.   24.];[ 3.24598937e-03 -1.30171077e+02  2.38999602e+01];[   1.18175717 -128.87236412   19.72605767];[0.0, 0.0, 0.0]
[   0. -130.   32.];[ 4.08523924e-03 -1.30147804e+02  3.18591560e+01];[   0.63444838 -128.90938706   25.2782316 ];[0.0, 0.0, 0.0]
[   0. -130.   40.];[ 4.67299707e-03 -1.30113345e+02  3.98077123e+01];[   0.85550204 -129.85608901   32.05436949];[0.0, 0.0, 0.0]
[  -8. -130.   32.];[  -7.96256845 -130.1421698    31.86831241];[  -6.30150002 -128.39376431   25.38141362];[0.0, 0.0, 0.0]
[  -8. -130.   24.];[  -7.96750533 -130.16605383   23.90616424];[  -6.16461381 -128.02519191   19.47772675];[0.0, 0.0, 0.0]
[  -8. -130.   16.];[  -7.96803098 -130.18143711   15.94131644];[  -5.67018417 -128.41030448   13.37783575];[0.0, 0.0, 0.0]
[  -8. -130.    8.];[  -7.96868799 -130.19082197    7.97313304];[  -6.10002272 -128.35989315    7.1087358 ];[0.0, 0.0, 0.0]
[  -8. -130.    0.];[-7.96909714e+00 -1.30197796e+02  3.71625468e-03];[  -5.2506074  -128.8377243     0.40388788];[0.0, 0.0, 0.0]
[  -8. -130.   -8.];[  -7.97108395 -130.19084159   -7.96618325];[  -4.93194385 -128.8499647    -5.31558947];[0.0, 0.0, 0.0]
[  -8. -130.  -16.];[  -7.97270613 -130.18130077  -15.93491538];[  -5.61198545 -128.37662894  -13.1190495 ];[0.0, 0.0, 0.0]
[  -8. -130.  -24.];[  -7.97412348 -130.16636468  -23.90002463];[  -5.48838463 -128.81111287  -19.20944438];[0.0, 0.0, 0.0]
[  -8. -130.  -32.];[  -7.97520849 -130.14346667  -31.85872091];[  -5.8802141  -128.81352373  -26.1144522 ];[0.0, 0.0, 0.0]
[ -16. -130.  -32.];[ -15.94262954 -130.1296442   -31.86181007];[ -12.12677504 -128.62815306  -26.17027487];[0.0, 0.0, 0.0]
[ -16. -130.  -24.];[ -15.94393944 -130.15292436  -23.90539675];[ -11.53695154 -128.69861516  -19.63236726];[0.0, 0.0, 0.0]
[ -16. -130.  -16.];[ -15.94264692 -130.16797388  -15.94023068];[ -11.30426665 -128.65775688  -12.57345148];[0.0, 0.0, 0.0]
[ -16. -130.   -8.];[ -15.93892629 -130.18323113   -7.96996613];[ -11.39322586 -128.01260372   -6.21537562];[0.0, 0.0, 0.0]
[ -16. -130.    0.];[-1.59361936e+01 -1.30190246e+02 -2.75749423e-04];[ -11.6320893  -128.13017724   -0.43393405];[0.0, 0.0, 0.0]
[ -16. -130.    8.];[ -15.93658763 -130.18327207    7.96967279];[ -11.92545287 -127.58629043    6.12226461];[0.0, 0.0, 0.0]
[ -16. -130.   16.];[ -15.93819016 -130.16821176   15.940017  ];[ -12.03239766 -127.69997216   11.76170439];[0.0, 0.0, 0.0]
[ -16. -130.   24.];[ -15.9392478  -130.14907427   23.90784678];[ -11.73327413 -128.16734391   18.5002557 ];[0.0, 0.0, 0.0]
[ -16. -130.   32.];[ -15.939301   -130.12429342   31.86910512];[ -12.33694745 -128.74092126   25.2308152 ];[0.0, 0.0, 0.0]
[ -24. -130.   32.];[ -23.90637486 -130.10129623   31.87530223];[ -17.83417717 -128.83372869   25.377725  ];[0.0, 0.0, 0.0]
[ -24. -130.   24.];[ -23.90574096 -130.13170184   23.91313685];[ -18.05647592 -128.086575     18.68838191];[0.0, 0.0, 0.0]
[ -24. -130.   16.];[ -23.90260171 -130.15464152   15.94513275];[ -17.80793517 -127.57471407   12.16954631];[0.0, 0.0, 0.0]
[ -24. -130.    8.];[ -23.90017798 -130.16981303    7.97564674];[ -17.76920682 -128.06771666    5.76894388];[0.0, 0.0, 0.0]
[ -24. -130.    0.];[-2.38993455e+01 -1.30176234e+02  6.01054016e-03];[-1.79375902e+01 -1.28013060e+02 -1.05209701e-01];[0.0, 0.0, 0.0]
[ -24. -130.   -8.];[ -23.90256962 -130.16952763   -7.96427276];[ -17.32952244 -128.29629581   -6.04386402];[0.0, 0.0, 0.0]
[ -24. -130.  -16.];[ -23.90931926 -130.15052332  -15.93622002];[ -17.71798437 -128.35197687  -12.94850653];[0.0, 0.0, 0.0]
[ -24. -130.  -24.];[ -23.91151812 -130.13171841  -23.90346113];[ -17.30785681 -128.63460406  -19.16797438];[0.0, 0.0, 0.0]
[ -24. -130.  -32.];[ -23.91066985 -130.10672625  -31.86121406];[ -18.30147716 -128.27549696  -26.31921354];[0.0, 0.0, 0.0]
[ -32. -130.  -24.];[ -31.86819261 -130.10253908  -23.91272949];[ -23.31969308 -129.0092599   -19.37529103];[0.0, 0.0, 0.0]
[ -32. -130.  -16.];[ -31.86884575 -130.12655951  -15.9400924 ];[ -23.6335529  -128.43113373  -13.03938191];[0.0, 0.0, 0.0]
[ -32. -130.   -8.];[ -31.86015469 -130.14617621   -7.96844492];[ -23.69925504 -127.89630475   -6.65385809];[0.0, 0.0, 0.0]
[ -32. -130.    0.];[-3.18558002e+01 -1.30153635e+02  1.71913906e-03];[ -23.37856947 -128.10277321   -0.1703818 ];[0.0, 0.0, 0.0]
[ -32. -130.    8.];[ -31.85644364 -130.14794335    7.97166851];[ -23.94565741 -127.78962281    6.11195905];[0.0, 0.0, 0.0]
[ -32. -130.   16.];[ -31.85890293 -130.13245078   15.9407677 ];[ -24.12970522 -127.78386374   12.83303359];[0.0, 0.0, 0.0]
[ -32. -130.   24.];[ -31.86192766 -130.10792833   23.9072562 ];[ -24.72297997 -127.5466339    18.19622234];[0.0, 0.0, 0.0]
[ -40. -130.    0.];[ -38.96538605 -130.25962103    1.88610234];[ -27.91665719 -128.74637721    3.60653514];[0.0, 0.0, 0.0]
[ -32. -138.   16.];[ -31.84502708 -137.92535531   15.83802336];[ -24.20188942 -134.70055078   12.12448176];[0.0, 0.0, 0.0]
[ -32. -138.    8.];[ -31.81711138 -137.98231675    7.96462264];[ -23.65304834 -135.11999447    6.33297914];[0.0, 0.0, 0.0]
[ -32. -138.    0.];[-3.18196212e+01 -1.37987936e+02  5.00681020e-03];[-2.30434109e+01 -1.35109411e+02 -7.85966099e-02];[0.0, 0.0, 0.0]
[ -32. -138.   -8.];[ -31.82129753 -137.98256903   -7.95583093];[ -23.39651812 -135.32781729   -6.77635467];[0.0, 0.0, 0.0]
[ -32. -138.  -16.];[ -31.82202574 -137.96608383  -15.91485633];[ -23.65342602 -135.26098264  -13.73786696];[0.0, 0.0, 0.0]
[ -24. -138.  -24.];[ -23.88121657 -137.97755642  -23.86681942];[ -17.94340545 -135.04596578  -19.82083147];[0.0, 0.0, 0.0]
[ -24. -138.  -16.];[ -23.87848924 -138.00391494  -15.9217957 ];[ -17.29785225 -135.04455676  -13.41090977];[0.0, 0.0, 0.0]
[ -24. -138.   -8.];[ -23.87822461 -138.0186967    -7.96223924];[ -17.88291289 -134.30584864   -7.47530889];[0.0, 0.0, 0.0]
[ -24. -138.    0.];[-2.38759080e+01 -1.38023869e+02 -5.16465734e-04];[-1.74536082e+01 -1.34417080e+02 -1.14818459e-01];[0.0, 0.0, 0.0]
[ -24. -138.    8.];[ -23.87462571 -138.01913249    7.96071645];[ -17.7328897  -134.33155459    5.99191822];[0.0, 0.0, 0.0]
[ -24. -138.   16.];[ -23.87390127 -138.00413602   15.91969189];[ -18.14226401 -134.05901252   12.11931192];[0.0, 0.0, 0.0]
[ -24. -138.   24.];[ -23.87272521 -137.97776801   23.87353933];[ -17.88242863 -134.8056799    19.50239317];[0.0, 0.0, 0.0]
[ -16. -138.   32.];[ -15.92415781 -137.96672598   31.81876774];[ -11.48990688 -134.94798006   24.33580487];[0.0, 0.0, 0.0]
[ -16. -138.   24.];[ -15.9206244  -138.00395483   23.8810749 ];[ -11.29938348 -134.47091876   18.7612109 ];[0.0, 0.0, 0.0]
[ -16. -138.   16.];[ -15.92087422 -138.02809701   15.92526522];[ -12.30475233 -133.47079722   11.51783136];[0.0, 0.0, 0.0]
[ -16. -138.    8.];[ -15.92104936 -138.04202225    7.96537791];[ -11.40572673 -133.91258095    6.00772766];[0.0, 0.0, 0.0]
[ -16. -138.    0.];[-1.59217460e+01 -1.38046479e+02  3.85701125e-03];[ -11.12072759 -134.35874577   -0.72584517];[0.0, 0.0, 0.0]
[ -16. -138.   -8.];[ -15.92314243 -138.04164396   -7.95842328];[ -11.44949453 -134.46091768   -6.56134856];[0.0, 0.0, 0.0]
[ -16. -138.  -16.];[ -15.92353438 -138.0280903   -15.9184705 ];[ -11.3998656  -134.95787469  -13.09588566];[0.0, 0.0, 0.0]
[ -16. -138.  -24.];[ -15.92300435 -138.00402914  -23.87274668];[ -12.24358789 -134.85271873  -19.70181819];[0.0, 0.0, 0.0]
[ -16. -138.  -32.];[ -15.92088896 -137.96575847  -31.81554984];[ -12.33803811 -135.2070796   -25.93389293];[0.0, 0.0, 0.0]
[  -8. -138.  -32.];[  -7.96548769 -137.98269858  -31.82186437];[  -5.36556425 -135.39573713  -25.91472655];[0.0, 0.0, 0.0]
[  -8. -138.  -24.];[  -7.96412682 -138.01867067  -23.87865242];[  -4.77763478 -135.31436284  -19.30582554];[0.0, 0.0, 0.0]
[  -8. -138.  -16.];[  -7.96379851 -138.04157235  -15.9237154 ];[  -5.0346474  -134.77962987  -13.19505629];[0.0, 0.0, 0.0]
[  -8. -138.   -8.];[  -7.96306047 -138.05463196   -7.96372892];[  -4.21703939 -134.59275558   -6.41460595];[0.0, 0.0, 0.0]
[  -8. -138.    0.];[-7.96210905e+00 -1.38059172e+02 -1.85050240e-03];[  -4.95666797 -134.05700747   -0.37033479];[0.0, 0.0, 0.0]
[  -8. -138.    8.];[  -7.96155817 -138.0547143     7.96033534];[  -4.77702487 -133.88200495    5.46176881];[0.0, 0.0, 0.0]
[  -8. -138.   16.];[  -7.96126154 -138.04134038   15.92125983];[  -4.90027504 -134.34956671   11.94532595];[0.0, 0.0, 0.0]
[  -8. -138.   24.];[  -7.96078839 -138.01849297   23.87789394];[  -5.27154393 -134.55084154   18.36455476];[0.0, 0.0, 0.0]
[  -8. -138.   32.];[  -7.95948173 -137.98313786   31.82355547];[  -5.63101439 -135.02288923   24.28893602];[0.0, 0.0, 0.0]
[   0. -138.   32.];[ 4.43341261e-04 -1.37988402e+02  3.18256918e+01];[   1.15480046 -135.30477859   24.36311514];[0.0, 0.0, 0.0]
[   0. -138.   24.];[ 1.85491437e-03 -1.38023245e+02  2.38807472e+01];[   1.09590068 -135.1672182    18.7962132 ];[0.0, 0.0, 0.0]
[   0. -138.   16.];[ 1.26468966e-03 -1.38045637e+02  1.59248959e+01];[   1.397409   -134.34321152   12.24572484];[0.0, 0.0, 0.0]
[   0. -138.    8.];[ 5.72133289e-04 -1.38058625e+02  7.96438024e+00];[   2.00069194 -134.28859171    5.83809914];[0.0, 0.0, 0.0]
[   0. -138.    0.];[-1.81114227e-04 -1.38063088e+02  2.36207593e-03];[   1.78498611 -134.43910431   -0.269581  ];[0.0, 0.0, 0.0]
[   0. -138.   -8.];[-9.33747382e-04 -1.38058636e+02 -7.95999984e+00];[   1.90901756 -134.72958041   -6.28902009];[0.0, 0.0, 0.0]
[   0. -138.  -16.];[-1.62715641e-03 -1.38045641e+02 -1.59208463e+01];[   2.47199007 -135.57807025  -12.67234056];[0.0, 0.0, 0.0]
[   0. -138.  -24.];[-2.22298167e-03 -1.38023238e+02 -2.38769649e+01];[   1.79124156 -135.27953746  -19.3804943 ];[0.0, 0.0, 0.0]
[   0. -138.  -32.];[-2.66925694e-03 -1.37988334e+02 -3.18236522e+01];[   2.57058515 -136.55988308  -24.92071982];[0.0, 0.0, 0.0]
[   8. -138.  -32.];[   7.95717386 -137.98296668  -31.82601095];[   8.22701039 -136.13880609  -25.59055624];[0.0, 0.0, 0.0]
[   8. -138.  -24.];[   7.9604316  -138.01831634  -23.88215792];[   8.03887291 -135.22097831  -19.94980387];[0.0, 0.0, 0.0]
[   8. -138.  -16.];[   7.9608987  -138.04121218  -15.9258124 ];[   8.19044585 -134.92465993  -13.45505033];[0.0, 0.0, 0.0]
[   8. -138.   -8.];[   7.96118194 -138.0546487    -7.96522301];[   8.5983378 -135.2879489   -5.8286201];[0.0, 0.0, 0.0]
[   8. -138.    0.];[ 7.96172368e+00 -1.38059173e+02 -3.38432327e-03];[ 8.12812519e+00 -1.34489578e+02 -1.26005761e-01];[0.0, 0.0, 0.0]
[   8. -138.    8.];[   7.96266692 -138.05470441    7.95885108];[   7.39524922 -134.01625489    5.43920333];[0.0, 0.0, 0.0]
[   8. -138.   16.];[   7.96339947 -138.04170153   15.91918444];[   7.74039115 -134.9630018    12.40653993];[0.0, 0.0, 0.0]
[   8. -138.   24.];[   7.96371964 -138.01884649   23.87440818];[   7.79670179 -134.92532225   18.50405267];[0.0, 0.0, 0.0]
[   8. -138.   32.];[   7.9632936  -137.98288375   31.81938865];[   8.04556687 -136.17432128   25.13837024];[0.0, 0.0, 0.0]
[  16. -138.   32.];[  15.91850238 -137.96584486   31.81763852];[  14.42062337 -136.52700898   25.06338824];[0.0, 0.0, 0.0]
[  16. -138.   24.];[  15.92268246 -138.00403688   23.8766044 ];[  14.20802941 -135.5175254    19.27659772];[0.0, 0.0, 0.0]
[  16. -138.   16.];[  15.92320513 -138.02808795   15.92257563];[  14.49999294 -134.94441646   12.94933671];[0.0, 0.0, 0.0]
[  16. -138.    8.];[  15.92279948 -138.04163834    7.96284005];[  14.39098471 -135.20496557    6.27032767];[0.0, 0.0, 0.0]
[  16. -138.    0.];[ 1.59213698e+01 -1.38046483e+02  8.85758475e-04];[  14.21821164 -134.67027726   -0.41102388];[0.0, 0.0, 0.0]
[  16. -138.   -8.];[  15.92063457 -138.04203592   -7.96098122];[  15.44738281 -135.98580485   -6.12581615];[0.0, 0.0, 0.0]
[  16. -138.  -16.];[  15.92043376 -138.02810369  -15.92118777];[  14.69065741 -135.53270341  -12.74635348];[0.0, 0.0, 0.0]
[  16. -138.  -24.];[  15.92015981 -138.00393995  -23.87725296];[  14.73476438 -135.96279463  -19.47830442];[0.0, 0.0, 0.0]
[  16. -138.  -32.];[  15.91836794 -137.96666116  -31.82294367];[  14.81298457 -136.81904797  -25.32487713];[0.0, 0.0, 0.0]
[  24. -138.  -24.];[  23.86652278 -137.97755744  -23.88116517];[  20.72909714 -136.36906342  -19.6994454 ];[0.0, 0.0, 0.0]
[  24. -138.  -16.];[  23.8735186  -138.00401279  -15.92431308];[  20.785063   -136.32353981  -13.26817547];[0.0, 0.0, 0.0]
[  24. -138.   -8.];[  23.87421572 -138.01907093   -7.96564869];[  20.53649395 -135.97618573   -6.85959411];[0.0, 0.0, 0.0]
[  24. -138.    0.];[ 2.38754440e+01 -1.38023879e+02 -4.74414773e-03];[ 2.05517036e+01 -1.36205177e+02 -2.20629713e-02];[0.0, 0.0, 0.0]
