# extended ;1
# legs ;['blueleg']
# legs model ;['tetra']
# legs young modulus ;[35000.]
# legs poisson ratio ;[0.45]
# legs position on motor ;['counterclockwisedown', 'clockwisedown', 'counterclockwisedown', 'clockwisedown']
# connector ;bluepart
# connector type ;rigid
Target;Simulation;DepthCamera;Polhemus
[  32. -130.   -8.];[  31.90136114 -130.14844119   -7.98320557];[0 0 0];[25.78 -140.3 -7.39]
[  32. -130.    0.];[ 3.19018227e+01 -1.30151891e+02 -3.17931776e-03];[0 0 0];[25.69 -140.03 -0.51]
[  32. -130.    8.];[  31.90440721 -130.14605288    7.97730722];[0 0 0];[25.7 -139.77 6.52]
[  32. -130.   16.];[  31.90905212 -130.13100963   15.95788132];[0 0 0];[25.79 -139.45 13.35]
[  32. -130.   24.];[  31.91494059 -130.10791348   23.93808232];[0 0 0];[25.98 -139.71 20.09]
[  24. -130.   32.];[  23.93855484 -130.116059     31.90475287];[0 0 0];[19.63 -139.61 26.9]
[  24. -130.   24.];[  23.94032156 -130.13260899   23.93631668];[0 0 0];[19.33 -139.51 20.89]
[  24. -130.   16.];[  23.93815859 -130.14868287   15.95843391];[0 0 0];[19.33 -139.41 14.25]
[  24. -130.    8.];[  23.93433657 -130.16299327    7.97779779];[0 0 0];[19.48 -139.58 7.73]
[  24. -130.    0.];[ 2.39325326e+01 -1.30167684e+02 -2.52018737e-03];[0 0 0];[19.67 -139.94 0.45]
[  24. -130.   -8.];[  23.93250765 -130.16364177   -7.98265044];[0 0 0];[19.84 -140.03 -6.81]
[  24. -130.  -16.];[  23.93396037 -130.15159626  -15.96226213];[0 0 0];[19.65 -139.98 -13.77]
[  24. -130.  -24.];[  23.93622463 -130.13258832  -23.94053531];[0 0 0];[19.4 -140.35 -20.33]
[  24. -130.  -32.];[  23.93799709 -130.10786048  -31.91518242];[0 0 0];[19.59 -140.88 -27.13]
[  16. -130.  -32.];[  15.95783387 -130.13092404  -31.90932355];[0 0 0];[13.0 -140.9 -27.39]
[  16. -130.  -24.];[  15.9583744  -130.14867017  -23.93836911];[0 0 0];[12.88 -140.42 -21.18]
[  16. -130.  -16.];[  15.95862152 -130.16028173  -15.9618874 ];[0 0 0];[13.47 -140.15 -14.42]
[  16. -130.   -8.];[  15.95758875 -130.17244784   -7.98185956];[0 0 0];[13.95 -140.3 -7.83]
[  16. -130.    0.];[ 1.59576438e+01 -1.30177130e+02 -1.75834293e-03];[0 0 0];[13.94 -140.38 -0.42]
[  16. -130.    8.];[  15.95896815 -130.17345992    7.97830115];[0 0 0];[13.81 -139.92 6.62]
[  16. -130.   16.];[  15.96168543 -130.16029407   15.95867239];[0 0 0];[13.72 -139.45 13.16]
[  16. -130.   24.];[  15.96205065 -130.15161618   23.93404316];[0 0 0];[13.56 -139.5 19.85]
[  16. -130.   32.];[  15.96190578 -130.13625728   31.90272338];[0 0 0];[13.62 -139.68 26.74]
[   8. -130.   32.];[   7.98299228 -130.14846925   31.90147623];[0 0 0];[7.05 -139.65 27.23]
[   8. -130.   24.];[   7.98244381 -130.16365911   23.93258268];[0 0 0];[6.78 -139.35 20.87]
[   8. -130.   16.];[   7.98165954 -130.17245638   15.95763555];[0 0 0];[6.91 -139.51 13.98]
[   8. -130.    8.];[   7.98067345 -130.17813746    7.97903759];[0 0 0];[7.15 -139.99 7.56]
[   8. -130.    0.];[ 7.97953577e+00 -1.30182017e+02 -9.35521911e-04];[0 0 0];[7.13 -140.46 1.02]
[   8. -130.   -8.];[   7.97900644 -130.17817278   -7.98086494];[0 0 0];[7.08 -140.31 -6.31]
[   8. -130.  -16.];[   7.97827752 -130.17341058  -15.959183  ];[0 0 0];[6.86 -140.12 -12.92]
[   8. -130.  -24.];[   7.97777157 -130.1629335   -23.93457094];[0 0 0];[6.2 -140.41 -19.88]
[   8. -130.  -32.];[   7.97727682 -130.14598284  -31.9046709 ];[0 0 0];[6.22 -140.75 -26.66]
[   0. -130.  -40.];[-3.69569116e-03 -1.30126380e+02 -3.98615890e+01];[0 0 0];[0.09 -141.33 -33.31]
[   0. -130.  -32.];[-3.19170434e-03 -1.30151840e+02 -3.19020745e+01];[0 0 0];[-0.31 -140.53 -27.74]
[   0. -130.  -24.];[-2.53109867e-03 -1.30167647e+02 -2.39327568e+01];[0 0 0];[-0.34 -140.17 -20.93]
[   0. -130.  -16.];[-1.76966038e-03 -1.30177106e+02 -1.59578507e+01];[0 0 0];[-0.49 -140.23 -14.08]
[   0. -130.   -8.];[-9.48605779e-04 -1.30182003e+02 -7.97973118e+00];[0 0 0];[-0.58 -140.58 -7.91]
[   0. -130.    0.];[-1.01570147e-04 -1.30183303e+02 -8.56865247e-05];[0 0 0];[-1.01 -140.88 -1.36]
[   0. -130.    8.];[ 7.44465525e-04 -1.30182008e+02  7.97956262e+00];[0 0 0];[-1.0 -140.38 5.59]
[   0. -130.   16.];[ 1.56342015e-03 -1.30177132e+02  1.59576876e+01];[0 0 0];[-0.92 -139.86 12.35]
[   0. -130.   24.];[ 2.32157210e-03 -1.30167697e+02  2.39326012e+01];[0 0 0];[-0.95 -139.77 19.58]
[   0. -130.   32.];[ 2.97737431e-03 -1.30151916e+02  3.19019276e+01];[0 0 0];[-0.81 -139.69 26.66]
[   0. -130.   40.];[ 3.47417788e-03 -1.30126487e+02  3.98614505e+01];[0 0 0];[-0.79 -140.11 33.39]
[  -8. -130.   32.];[  -7.97749515 -130.14607352   31.90450358];[0 0 0];[-7.78 -139.63 27.47]
[  -8. -130.   24.];[  -7.97798525 -130.16299781   23.93440014];[0 0 0];[-7.58 -139.58 20.62]
[  -8. -130.   16.];[  -7.97848758 -130.17345118   15.95900992];[0 0 0];[-8.05 -139.84 13.77]
[  -8. -130.    8.];[  -7.97921825 -130.17814366    7.980698  ];[0 0 0];[-8.48 -140.3 7.25]
[  -8. -130.    0.];[-7.97974275e+00 -1.30182011e+02  7.64165677e-04];[0 0 0];[-8.65 -140.6 0.05]
[  -8. -130.   -8.];[  -7.98087762 -130.17810564   -7.97920254];[0 0 0];[-8.45 -140.28 -6.31]
[  -8. -130.  -16.];[  -7.98185924 -130.17244601  -15.95778356];[0 0 0];[-8.35 -140.06 -13.0]
[  -8. -130.  -24.];[  -7.98264696 -130.16362583  -23.93271819];[0 0 0];[-8.05 -140.47 -19.67]
[  -8. -130.  -32.];[  -7.98320096 -130.14841007  -31.90159827];[0 0 0];[-8.1 -140.67 -26.65]
[ -16. -130.  -32.];[ -15.9621078  -130.13621348  -31.90281766];[0 0 0];[-14.09 -140.65 -27.14]
[ -16. -130.  -24.];[ -15.96224558 -130.15159778  -23.93415535];[0 0 0];[-14.22 -140.35 -20.91]
[ -16. -130.  -16.];[ -15.96187617 -130.1602979   -15.95880167];[0 0 0];[-14.73 -140.14 -14.28]
[ -16. -130.   -8.];[ -15.95918223 -130.17342431   -7.97846164];[0 0 0];[-15.2 -140.22 -7.6]
[ -16. -130.    0.];[-1.59578602e+01 -1.30177124e+02  1.58784891e-03];[0 0 0];[-15.48 -140.38 -0.42]
[ -16. -130.    8.];[ -15.95780335 -130.17247024    7.98168399];[0 0 0];[-15.5 -140.07 6.93]
[ -16. -130.   16.];[ -15.95883132 -130.16033037   15.96171201];[0 0 0];[-15.25 -139.68 13.43]
[ -16. -130.   24.];[ -15.95860219 -130.14869368   23.93821156];[0 0 0];[-15.17 -139.74 20.08]
[ -16. -130.   32.];[ -15.95805306 -130.13102528   31.90914171];[0 0 0];[-15.08 -139.9 26.78]
[ -24. -130.   32.];[ -23.93821779 -130.10795782   31.91499918];[0 0 0];[-21.37 -140.13 27.25]
[ -24. -130.   24.];[ -23.93645104 -130.13265509   23.94035356];[0 0 0];[-21.62 -139.98 20.89]
[ -24. -130.   16.];[ -23.93418965 -130.15164026   15.96207888];[0 0 0];[-21.57 -140.0 14.35]
[ -24. -130.    8.];[ -23.93273924 -130.16365933    7.98247173];[0 0 0];[-21.47 -140.02 7.51]
[ -24. -130.    0.];[-2.39327641e+01 -1.30167674e+02  2.35175690e-03];[0 0 0];[-21.08 -140.04 0.34]
[ -24. -130.   -8.];[ -23.93456457 -130.16295525   -7.97795123];[0 0 0];[-21.04 -139.93 -6.44]
[ -24. -130.  -16.];[ -23.93837418 -130.14863148  -15.95856629];[0 0 0];[-21.21 -139.92 -13.22]
[ -24. -130.  -24.];[ -23.94050652 -130.13260132  -23.93640407];[0 0 0];[-21.17 -140.33 -20.07]
[ -24. -130.  -32.];[ -23.93874944 -130.11602664  -31.90481815];[0 0 0];[-21.11 -140.91 -26.75]
[ -32. -130.  -24.];[ -31.91516753 -130.10784423  -23.93818342];[0 0 0];[-27.03 -140.96 -20.75]
[ -32. -130.  -16.];[ -31.90929198 -130.13094875  -15.95800437];[0 0 0];[-27.39 -140.64 -14.01]
[ -32. -130.   -8.];[ -31.90465558 -130.14601072   -7.97745204];[0 0 0];[-27.44 -140.42 -7.15]
[ -32. -130.    0.];[-3.19020762e+01 -1.30151873e+02  3.01466035e-03];[0 0 0];[-27.56 -140.34 -0.47]
[ -32. -130.    8.];[ -31.90161713 -130.14845113    7.98302533];[0 0 0];[-27.83 -140.14 6.63]
[ -32. -130.   16.];[ -31.90285342 -130.13626471   15.96193773];[0 0 0];[-28.07 -139.89 13.54]
[ -32. -130.   24.];[ -31.90487062 -130.11609108   23.93859026];[0 0 0];[-28.08 -140.03 20.47]
[ -40. -130.    0.];[-3.98615762e+01 -1.30126417e+02  3.52059516e-03];[0 0 0];[-34.09 -140.74 0.44]
[ -32. -138.   16.];[ -31.86582705 -138.0124659    15.94220945];[0 0 0];[-27.74 -146.7 13.32]
[ -32. -138.    8.];[ -31.86850123 -138.02663745    7.97341498];[0 0 0];[-27.57 -146.9 7.08]
[ -32. -138.    0.];[-3.18716761e+01 -1.38030657e+02  1.75607884e-03];[0 0 0];[-27.4 -146.85 0.45]
[ -32. -138.   -8.];[ -31.87078004 -138.02626093   -7.97026918];[0 0 0];[-27.32 -146.89 -6.28]
[ -32. -138.  -16.];[ -31.87057975 -138.01202229  -15.94046668];[0 0 0];[-27.35 -147.21 -13.29]
[ -24. -138.  -24.];[ -23.91155273 -138.02171033  -23.90909312];[0 0 0];[-21.03 -147.18 -19.86]
[ -24. -138.  -16.];[ -23.91465463 -138.04262903  -15.94396575];[0 0 0];[-20.73 -146.94 -14.01]
[ -24. -138.   -8.];[ -23.91326243 -138.05568161   -7.9717483 ];[0 0 0];[-20.63 -146.57 -7.02]
[ -24. -138.    0.];[-2.39129596e+01 -1.38059678e+02  1.40650518e-03];[0 0 0];[-20.62 -146.46 -0.74]
[ -24. -138.    8.];[ -23.9112296  -138.05643664    7.97417345];[0 0 0];[-20.9 -146.22 6.56]
[ -24. -138.   16.];[ -23.91021287 -138.0440425    15.9448079 ];[0 0 0];[-21.04 -146.2 13.22]
[ -24. -138.   24.];[ -23.90915042 -138.0217949    23.91137787];[0 0 0];[-21.25 -146.32 20.1]
[ -16. -138.   32.];[ -15.94053487 -138.0121224    31.87042064];[0 0 0];[-14.68 -146.5 26.5]
[ -16. -138.   24.];[ -15.94401248 -138.04270597   23.91447164];[0 0 0];[-14.68 -146.14 20.7]
[ -16. -138.   16.];[ -15.94431188 -138.06312293   15.94604134];[0 0 0];[-14.5 -146.13 13.9]
[ -16. -138.    8.];[ -15.94469576 -138.07467832    7.97430666];[0 0 0];[-14.33 -146.06 6.89]
[ -16. -138.    0.];[-1.59456854e+01 -1.38077675e+02  9.55945030e-04];[0 0 0];[-14.16 -145.93 0.72]
[ -16. -138.   -8.];[ -15.94650469 -138.073549     -7.97282687];[0 0 0];[-14.11 -146.21 -6.12]
[ -16. -138.  -16.];[ -15.94622989 -138.06306972  -15.94427009];[0 0 0];[-14.2 -146.46 -13.37]
[ -16. -138.  -24.];[ -15.94499834 -138.04397767  -23.91017284];[0 0 0];[-14.27 -146.82 -20.01]
[ -16. -138.  -32.];[ -15.94240297 -138.0123925   -31.86579412];[0 0 0];[-14.6 -147.17 -26.84]
[  -8. -138.  -32.];[  -7.97361431 -138.02658163  -31.86848971];[0 0 0];[-8.44 -147.29 -27.21]
[  -8. -138.  -24.];[  -7.97437258 -138.0563872   -23.91120594];[0 0 0];[-8.26 -146.62 -21.26]
[  -8. -138.  -16.];[  -7.97450637 -138.0746392   -15.94466607];[0 0 0];[-8.42 -146.47 -14.41]
[  -8. -138.   -8.];[  -7.97430107 -138.08456173   -7.97321872];[0 0 0];[-7.93 -146.54 -7.28]
[  -8. -138.    0.];[-7.97390726e+00 -1.38087588e+02  4.47150459e-04];[0 0 0];[-7.86 -146.4 -0.56]
[  -8. -138.    8.];[  -7.97325255 -138.08458829    7.97410026];[0 0 0];[-7.83 -146.21 5.97]
[  -8. -138.   16.];[  -7.97286453 -138.07360099   15.94630741];[0 0 0];[-8.01 -146.03 13.38]
[  -8. -138.   24.];[  -7.97180137 -138.05573904   23.91308836];[0 0 0];[-8.31 -146.07 20.07]
[  -8. -138.   32.];[  -7.97033673 -138.02634257   31.87063482];[0 0 0];[-8.03 -146.44 26.53]
[   0. -138.   32.];[ 1.69455832e-03 -1.38030720e+02  3.18715281e+01];[0 0 0];[-1.29 -146.56 26.42]
[   0. -138.   24.];[ 1.35445623e-03 -1.38059716e+02  2.39127883e+01];[0 0 0];[-1.17 -146.02 20.56]
[   0. -138.   16.];[ 9.11107029e-04 -1.38077696e+02  1.59454978e+01];[0 0 0];[-0.95 -146.09 13.83]
[   0. -138.    8.];[ 4.07853627e-04 -1.38087594e+02  7.97370691e+00];[0 0 0];[-0.91 -146.29 6.94]
[   0. -138.    0.];[-1.23501667e-04 -1.38090746e+02 -8.82451526e-05];[0 0 0];[-0.88 -146.53 0.24]
[   0. -138.   -8.];[-6.55647978e-04 -1.38087572e+02 -7.97388120e+00];[0 0 0];[-0.81 -146.47 -6.07]
[   0. -138.  -16.];[-1.16124586e-03 -1.38077647e+02 -1.59456674e+01];[0 0 0];[-0.81 -146.64 -13.15]
[   0. -138.  -24.];[-1.60878422e-03 -1.38059641e+02 -2.39129517e+01];[0 0 0];[-0.82 -146.9 -20.19]
[   0. -138.  -32.];[-1.95581077e-03 -1.38030616e+02 -3.18716849e+01];[0 0 0];[-0.54 -147.45 -26.67]
[   8. -138.  -32.];[   7.97007158 -138.02622392  -31.87083578];[0 0 0];[5.95 -147.49 -26.95]
[   8. -138.  -24.];[   7.97154765 -138.05564219  -23.91328753];[0 0 0];[5.84 -147.01 -20.98]
[   8. -138.  -16.];[   7.97261272 -138.07354143  -15.94648853];[0 0 0];[5.53 -146.7 -14.05]
[   8. -138.   -8.];[   7.97299736 -138.0845675    -7.97427701];[0 0 0];[5.7 -146.62 -7.05]
[   8. -138.    0.];[ 7.97365457e+00 -1.38087595e+02 -6.23026261e-04];[0 0 0];[5.84 -146.31 -0.84]
[   8. -138.    8.];[   7.97405417 -138.08457556    7.9730506 ];[0 0 0];[5.99 -146.08 5.76]
[   8. -138.   16.];[   7.97425758 -138.07467891   15.94450795];[0 0 0];[6.28 -146.06 13.04]
[   8. -138.   24.];[   7.97411931 -138.05645398   23.91105921];[0 0 0];[6.21 -146.06 19.82]
[   8. -138.   32.];[   7.97335304 -138.02667708   31.86835474];[0 0 0];[6.48 -146.4 26.41]
[  16. -138.   32.];[  15.94214209 -138.01247816   31.8656844 ];[0 0 0];[12.29 -146.24 26.72]
[  16. -138.   24.];[  15.94474768 -138.04403541   23.91004657];[0 0 0];[12.25 -146.07 20.65]
[  16. -138.   16.];[  15.94598478 -138.06310117   15.94412763];[0 0 0];[12.15 -145.8 13.97]
[  16. -138.    8.];[  15.94625774 -138.07355938    7.97266738];[0 0 0];[12.13 -145.84 7.01]
[  16. -138.    0.];[ 1.59454219e+01 -1.38077678e+02 -1.12957943e-03];[0 0 0];[12.32 -145.99 0.56]
[  16. -138.   -8.];[  15.94442745 -138.07465352   -7.97448586];[0 0 0];[12.28 -146.27 -5.92]
[  16. -138.  -16.];[  15.94404081 -138.06306977  -15.94622048];[0 0 0];[12.4 -146.56 -13.12]
[  16. -138.  -24.];[  15.94374687 -138.04261782  -23.91465736];[0 0 0];[12.0 -146.87 -19.86]
[  16. -138.  -32.];[  15.9402516  -138.01200218  -31.87060634];[0 0 0];[12.24 -147.51 -26.53]
[  24. -138.  -24.];[  23.90884541 -138.02170309  -23.91155758];[0 0 0];[18.27 -147.17 -20.97]
[  24. -138.  -16.];[  23.90991642 -138.04398272  -15.94499143];[0 0 0];[18.35 -146.91 -13.95]
[  24. -138.   -8.];[  23.91094044 -138.05640637   -7.9743531 ];[0 0 0];[18.23 -146.56 -6.87]
[  24. -138.    0.];[ 2.39126785e+01 -1.38059675e+02 -1.57603411e-03];[0 0 0];[18.38 -146.38 -1.25]
[  24. -138.    8.];[  23.91300961 -138.05568655    7.97159742];[0 0 0];[18.45 -146.11 5.65]
[  24. -138.   16.];[  23.91440424 -138.04265869   15.94383537];[0 0 0];[18.67 -145.88 12.86]
[  24. -138.   24.];[  23.91130439 -138.0217598    23.90898977];[0 0 0];[18.69 -146.11 19.77]
[  32. -138.   16.];[  31.87031758 -138.0120431    15.94035208];[0 0 0];[24.69 -146.74 13.66]
[  32. -138.    8.];[  31.87051485 -138.02626057    7.97012867];[0 0 0];[25.04 -146.66 7.05]
[  32. -138.    0.];[ 3.18713659e+01 -1.38030644e+02 -1.91907564e-03];[0 0 0];[24.98 -146.8 0.29]
[  32. -138.   -8.];[  31.86817815 -138.02659621   -7.97359193];[0 0 0];[25.08 -146.88 -6.41]
[  32. -138.  -16.];[  31.86548964 -138.01239205  -15.94239354];[0 0 0];[25.08 -147.12 -13.2]
[  32. -146.  -16.];[  31.80452497 -145.82497131  -15.91337014];[0 0 0];[24.89 -154.01 -13.86]
[  32. -146.   -8.];[  31.81585187 -145.85243189   -7.96063451];[0 0 0];[24.69 -154.05 -7.6]
[  32. -146.    0.];[ 3.18211490e+01 -1.45862129e+02 -7.69024799e-04];[0 0 0];[24.53 -153.79 -0.54]
[  32. -146.    8.];[  31.81667128 -145.8529351     7.95933476];[0 0 0];[24.49 -153.51 6.74]
[  32. -146.   16.];[  31.8091156  -145.82878835   15.91423427];[0 0 0];[24.71 -153.49 13.32]
[  24. -146.   24.];[  23.86934285 -145.8478578    23.86889825];[0 0 0];[19.16 -152.95 20.23]
[  24. -146.   16.];[  23.87650789 -145.88480202   15.92059965];[0 0 0];[18.76 -152.81 14.45]
[  24. -146.    8.];[  23.88014922 -145.9042717     7.96203014];[0 0 0];[18.24 -152.86 7.53]
[  24. -146.    0.];[ 2.38813543e+01 -1.45910529e+02 -7.55059522e-04];[0 0 0];[17.9 -153.02 0.34]
[  24. -146.   -8.];[  23.87985928 -145.90428991   -7.96347761];[0 0 0];[18.02 -153.08 -6.99]
[  24. -146.  -16.];[  23.87514196 -145.88404947  -15.92130042];[0 0 0];[18.23 -153.34 -13.5]
[  24. -146.  -24.];[  23.86866722 -145.847733    -23.86963897];[0 0 0];[18.43 -153.84 -20.27]
[  16. -146.  -32.];[  15.91407709 -145.82875767  -31.80948482];[0 0 0];[12.17 -154.18 -26.92]
[  16. -146.  -24.];[  15.92044358 -145.88472357  -23.87679498];[0 0 0];[12.19 -153.42 -21.22]
[  16. -146.  -16.];[  15.9236382  -145.91638769  -15.92474851];[0 0 0];[12.0 -152.94 -14.82]
[  16. -146.   -8.];[  15.92608176 -145.93396263   -7.96473745];[0 0 0];[11.66 -152.52 -7.93]
[  16. -146.    0.];[ 1.59265163e+01 -1.45939084e+02 -5.91504837e-04];[0 0 0];[11.36 -152.29 -0.36]
[  16. -146.    8.];[  15.92612864 -145.93363765    7.96341257];[0 0 0];[11.56 -152.19 7.05]
[  16. -146.   16.];[  15.9244807  -145.91646456   15.92378088];[0 0 0];[11.97 -152.06 13.95]
[  16. -146.   24.];[  15.92102638 -145.8841722    23.87535167];[0 0 0];[12.36 -152.29 20.62]
[  16. -146.   32.];[  15.91307382 -145.82515339   31.80482014];[0 0 0];[12.7 -153.01 26.97]
[   8. -146.   32.];[   7.96036469 -145.85260444   31.8161148 ];[0 0 0];[5.77 -153.1 27.1]
[   8. -146.   24.];[   7.96321947 -145.90440557   23.88005171];[0 0 0];[5.81 -152.34 21.16]
[   8. -146.   16.];[   7.9644839  -145.9340328    15.92621424];[0 0 0];[5.54 -151.79 15.15]
[   8. -146.    8.];[   7.96496609 -145.94988593    7.96454284];[0 0 0];[5.16 -151.74 8.04]
[   8. -146.    0.];[ 7.96492775e+00 -1.45954899e+02 -3.52648577e-04];[0 0 0];[4.97 -152.0 0.1]
[   8. -146.   -8.];[   7.9644509  -145.94984497   -7.96521482];[0 0 0];[5.05 -152.2 -7.1]
[   8. -146.  -16.];[   7.96331565 -145.93358945  -15.92638981];[0 0 0];[4.91 -152.59 -13.81]
[   8. -146.  -24.];[   7.96192541 -145.90422135  -23.88042743];[0 0 0];[5.14 -153.16 -20.34]
[   8. -146.  -32.];[   7.95922614 -145.85292948  -31.81702994];[0 0 0];[5.32 -154.06 -26.83]
[   0. -146.  -32.];[-8.42841496e-04 -1.45862142e+02 -3.18214980e+01];[0 0 0];[-1.31 -153.93 -26.89]
[   0. -146.  -24.];[-8.20302037e-04 -1.45910520e+02 -2.38816546e+01];[0 0 0];[-0.99 -153.04 -21.35]
[   0. -146.  -16.];[-6.53488595e-04 -1.45939055e+02 -1.59267713e+01];[0 0 0];[-0.74 -152.25 -15.15]
[   0. -146.   -8.];[-4.13919286e-04 -1.45954878e+02 -7.96517176e+00];[0 0 0];[-0.41 -151.92 -8.12]
[   0. -146.    0.];[-1.47462178e-04 -1.45960604e+02 -8.53335691e-05];[0 0 0];[-0.57 -151.63 0.06]
[   0. -146.    8.];[ 1.11730481e-04 -1.45954915e+02  7.96500578e+00];[0 0 0];[-0.83 -151.62 7.41]
[   0. -146.   16.];[ 3.45756009e-04 -1.45939124e+02  1.59266160e+01];[0 0 0];[-0.82 -151.78 14.08]
[   0. -146.   24.];[ 5.06677664e-04 -1.45910616e+02  2.38815067e+01];[0 0 0];[-0.82 -152.11 20.53]
[   0. -146.   32.];[ 5.18265949e-04 -1.45862283e+02  3.18213768e+01];[0 0 0];[-0.99 -153.16 26.46]
[  -8. -146.   32.];[  -7.95956896 -145.85307486   31.81687415];[0 0 0];[-7.71 -153.16 26.62]
[  -8. -146.   24.];[  -7.96225772 -145.90434195   23.88028182];[0 0 0];[-8.11 -152.55 21.19]
[  -8. -146.   16.];[  -7.96363823 -145.93367022   15.92622826];[0 0 0];[-8.11 -152.07 15.02]
[  -8. -146.    8.];[  -7.964765   -145.94989176    7.96504592];[0 0 0];[-7.41 -152.02 7.77]
[  -8. -146.    0.];[-7.96523199e+00 -1.45954907e+02  1.79593192e-04];[0 0 0];[-6.98 -152.12 -0.09]
[  -8. -146.   -8.];[  -7.96526993 -145.94986658   -7.96471072];[0 0 0];[-6.96 -152.25 -7.41]
[  -8. -146.  -16.];[  -7.96479087 -145.93398666  -15.92637499];[0 0 0];[-7.45 -152.58 -14.48]
[  -8. -146.  -24.];[  -7.96353419 -145.90433368  -23.8802046 ];[0 0 0];[-7.66 -153.23 -20.6]
[  -8. -146.  -32.];[  -7.96070426 -145.85253645  -31.81629862];[0 0 0];[-7.76 -154.02 -26.88]
[ -16. -146.  -32.];[ -15.91344416 -145.82510844  -31.80498887];[0 0 0];[-14.07 -154.24 -27.06]
[ -16. -146.  -24.];[ -15.92135208 -145.88411248  -23.87548769];[0 0 0];[-14.47 -153.58 -21.33]
[ -16. -146.  -16.];[ -15.92479614 -145.91642825  -15.92392922];[0 0 0];[-14.05 -153.2 -14.78]
[ -16. -146.   -8.];[ -15.92644036 -145.93362692   -7.9635729 ];[0 0 0];[-13.71 -152.79 -7.82]
[ -16. -146.    0.];[-1.59268295e+01 -1.45939101e+02  4.20826447e-04];[0 0 0];[-13.52 -152.64 -0.5]
[ -16. -146.    8.];[ -15.92641668 -145.93402412    7.96456821];[0 0 0];[-13.91 -152.49 6.71]
[ -16. -146.   16.];[ -15.92398653 -145.9164863    15.92458377];[0 0 0];[-14.26 -152.19 14.17]
[ -16. -146.   24.];[ -15.9208083  -145.8848685    23.87664559];[0 0 0];[-14.44 -152.57 20.4]
[ -16. -146.   32.];[ -15.91448371 -145.8289963    31.80939656];[0 0 0];[-14.35 -153.27 26.77]
[ -24. -146.   24.];[ -23.86908883 -145.84792286   23.86949403];[0 0 0];[-20.9 -153.06 21.31]
[ -24. -146.   16.];[ -23.87553491 -145.88418076   15.92113779];[0 0 0];[-21.01 -153.02 14.4]
[ -24. -146.    8.];[ -23.88023056 -145.90437814    7.96331178];[0 0 0];[-20.63 -153.0 7.48]
[ -24. -146.    0.];[-2.38816792e+01 -1.45910558e+02  5.91220207e-04];[0 0 0];[-20.35 -153.09 0.36]
[ -24. -146.   -8.];[ -23.88047431 -145.90427604   -7.96217943];[0 0 0];[-20.51 -153.11 -7.0]
[ -24. -146.  -16.];[ -23.87683895 -145.88478402  -15.92073313];[0 0 0];[-20.58 -153.46 -13.66]
[ -24. -146.  -24.];[ -23.86969023 -145.84782294  -23.86901685];[0 0 0];[-20.9 -153.85 -20.47]
[ -32. -146.  -16.];[ -31.80946998 -145.82879469  -15.91434518];[0 0 0];[-26.83 -154.22 -14.53]
[ -32. -146.   -8.];[ -31.81698103 -145.8529325    -7.9594604 ];[0 0 0];[-26.93 -154.02 -7.66]
[ -32. -146.    0.];[-3.18215165e+01 -1.45862197e+02  6.16208025e-04];[0 0 0];[-26.71 -153.92 -0.57]
[ -32. -146.    8.];[ -31.81625044 -145.85254242    7.96046826];[0 0 0];[-26.82 -153.75 6.42]
[ -32. -146.   16.];[ -31.80497253 -145.825142     15.91320089];[0 0 0];[-27.1 -153.5 13.72]
[ -32. -154.    0.];[-3.17095973e+01 -1.53586435e+02 -9.77531715e-04];[0 0 0];[-27.05 -160.64 0.94]
[ -24. -154.  -16.];[ -23.81567848 -153.65135347  -15.88442958];[0 0 0];[-21.51 -160.4 -14.19]
[ -24. -154.   -8.];[ -23.82444658 -153.68715848   -7.94654796];[0 0 0];[-21.22 -160.04 -7.89]
[ -24. -154.    0.];[-2.38270875e+01 -1.53697862e+02 -3.12890977e-04];[0 0 0];[-20.99 -159.91 -0.27]
[ -24. -154.    8.];[ -23.82461903 -153.68696683    7.94575446];[0 0 0];[-21.07 -159.61 7.32]
[ -24. -154.   16.];[ -23.81490349 -153.64855693   15.88231988];[0 0 0];[-20.94 -159.57 14.49]
[ -16. -154.   24.];[ -15.88453912 -153.65142126   23.81545871];[0 0 0];[-15.12 -159.38 21.11]
[ -16. -154.   16.];[ -15.89404907 -153.71557171   15.89342288];[0 0 0];[-15.25 -158.84 15.27]
[ -16. -154.    8.];[ -15.89769454 -153.74421886    7.95003136];[0 0 0];[-15.41 -158.57 8.28]
[ -16. -154.    0.];[-1.58989012e+01 -1.53753295e+02 -1.23528945e-04];[0 0 0];[-15.04 -158.88 0.53]
[ -16. -154.   -8.];[ -15.89773111 -153.74461897   -7.9504353 ];[0 0 0];[-14.67 -159.15 -6.94]
[ -16. -154.  -16.];[ -15.89360713 -153.7153937   -15.89391245];[0 0 0];[-14.87 -159.51 -14.38]
[ -16. -154.  -24.];[ -15.88258322 -153.64855282  -23.81486132];[0 0 0];[-14.88 -160.21 -21.27]
[  -8. -154.  -24.];[  -7.94597593 -153.68673189  -23.82445708];[0 0 0];[-8.84 -159.82 -21.91]
[  -8. -154.  -16.];[  -7.9502504  -153.7440341   -15.89756028];[0 0 0];[-8.37 -159.2 -15.67]
[  -8. -154.   -8.];[  -7.95306633 -153.7757833    -7.9530117 ];[0 0 0];[-8.38 -158.81 -8.16]
[  -8. -154.    0.];[-7.95358233e+00 -1.53783807e+02 -7.72037657e-05];[0 0 0];[-8.5 -158.49 -0.56]
