# extended ;1
# legs ;['blueleg']
# legs model ;['tetra']
# legs young modulus ;[35000.]
# legs poisson ratio ;[0.45]
# legs position on motor ;['counterclockwisedown', 'clockwisedown', 'counterclockwisedown', 'clockwisedown']
# connector ;bluepart
# connector type ;rigid
Target;Simulation;DepthCamera;Polhemus
[  -8. -154.    8.];[  -7.95311771 -153.77588123    7.95284022];[0 0 0];[-8.47 -158.37 7.0]
[  -8. -154.   16.];[  -7.95053293 -153.74462221   15.89748811];[0 0 0];[-8.16 -158.44 14.26]
[  -8. -154.   24.];[  -7.946668   -153.68719056   23.82422193];[0 0 0];[-8.31 -158.7 20.98]
[   0. -154.   32.];[-1.15246730e-03 -1.53586446e+02  3.17093917e+01];[0 0 0];[-1.47 -159.61 27.26]
[   0. -154.   24.];[-4.53560295e-04 -1.53697849e+02  2.38268540e+01];[0 0 0];[-1.48 -158.79 21.62]
[   0. -154.   16.];[-2.45470965e-04 -1.53753265e+02  1.58986538e+01];[0 0 0];[-1.54 -158.32 15.0]
[   0. -154.    8.];[-1.86444251e-04 -1.53783761e+02  7.95332845e+00];[0 0 0];[-1.59 -158.11 8.01]
[   0. -154.    0.];[-1.76590385e-04 -1.53799365e+02 -7.68421214e-05];[0 0 0];[-1.43 -158.26 0.32]
[   0. -154.   -8.];[-1.83535372e-04 -1.53783672e+02 -7.95347398e+00];[0 0 0];[-1.43 -158.47 -7.33]
[   0. -154.  -16.];[-1.41853616e-04 -1.53753131e+02 -1.58987808e+01];[0 0 0];[-1.54 -158.78 -14.5]
[   0. -154.  -24.];[ 4.26109860e-05 -1.53697651e+02 -2.38269449e+01];[0 0 0];[-1.29 -159.57 -21.2]
[   0. -154.  -32.];[ 6.94911408e-04 -1.53586123e+02 -3.17093963e+01];[0 0 0];[-1.32 -160.8 -27.58]
[   8. -154.  -24.];[   7.94622217 -153.68693855  -23.82430874];[0 0 0];[5.49 -159.71 -22.1]
[   8. -154.  -16.];[   7.95011871 -153.74445054  -15.89761585];[0 0 0];[5.65 -159.08 -15.41]
[   8. -154.   -8.];[   7.95273985 -153.77582947   -7.95300052];[0 0 0];[5.56 -158.54 -7.89]
[   8. -154.    0.];[ 7.95320121e+00 -1.53783750e+02 -8.12502806e-05];[0 0 0];[5.49 -158.34 -0.25]
[   8. -154.    8.];[   7.95270596 -153.77585812    7.95287242];[0 0 0];[5.3 -158.25 7.27]
[   8. -154.   16.];[   7.9498716  -153.74413674   15.89743813];[0 0 0];[5.06 -158.36 14.25]
[   8. -154.   24.];[   7.94557501 -153.68688507   23.82436824];[0 0 0];[5.22 -158.96 20.93]
[  16. -154.   24.];[  15.88209956 -153.64846824   23.81467833];[0 0 0];[11.92 -159.31 21.16]
[  16. -154.   16.];[  15.89322846 -153.71548611   15.89380891];[0 0 0];[11.86 -159.05 15.17]
[  16. -154.    8.];[  15.89731243 -153.74455785    7.95027872];[0 0 0];[11.44 -158.98 8.22]
[  16. -154.    0.];[ 1.58984823e+01 -1.53753206e+02 -3.39117462e-05];[0 0 0];[11.41 -159.04 0.77]
[  16. -154.   -8.];[  15.89726477 -153.74408821   -7.95018465];[0 0 0];[11.65 -159.13 -7.09]
[  16. -154.  -16.];[  15.8936095  -153.71541378  -15.89357211];[0 0 0];[11.6 -159.59 -14.04]
[  16. -154.  -24.];[  15.88402099 -153.6510768   -23.81552571];[0 0 0];[11.99 -160.09 -21.07]
[  24. -154.  -16.];[  23.81433383 -153.64822932  -15.88243151];[0 0 0];[17.72 -160.48 -15.21]
[  24. -154.   -8.];[  23.8241101  -153.68675272   -7.94589826];[0 0 0];[17.82 -160.15 -7.99]
[  24. -154.    0.];[ 2.38265973e+01 -1.53697697e+02  1.62888858e-04];[0 0 0];[17.51 -160.07 -0.3]
[  24. -154.    8.];[  23.82395544 -153.68701805    7.9463976 ];[0 0 0];[17.65 -159.75 7.61]
[  24. -154.   16.];[  23.81516415 -153.6512123    15.88427618];[0 0 0];[17.99 -159.81 14.53]
[  32. -154.    0.];[ 3.17089304e+01 -1.53586072e+02  8.44939573e-04];[0 0 0];[23.66 -161.13 0.88]
[  24. -162.    0.];[ 2.36986474e+01 -1.61334177e+02  2.29825600e-03];[0 0 0];[19.01 -167.51 0.41]
[  16. -162.  -16.];[  15.82710933 -161.38999646  -15.82529939];[0 0 0];[12.72 -167.36 -14.42]
[  16. -162.   -8.];[  15.84405681 -161.4748135    -7.92456955];[0 0 0];[12.63 -166.85 -8.19]
[  16. -162.    0.];[ 1.58477733e+01 -1.61495904e+02  8.36206094e-04];[0 0 0];[12.55 -166.66 -0.67]
[  16. -162.    8.];[  15.84369063 -161.4766562     7.92663088];[0 0 0];[12.43 -166.61 7.22]
[  16. -162.   16.];[  15.82485795 -161.39018149   15.82750263];[0 0 0];[12.58 -166.87 14.39]
[   8. -162.   16.];[   7.92419073 -161.47497779   15.84439932];[0 0 0];[6.05 -166.47 14.64]
[   8. -162.    8.];[   7.93273038 -161.55265293    7.93369823];[0 0 0];[5.83 -166.06 8.14]
[   8. -162.    0.];[ 7.93456936e+00 -1.61569211e+02  2.78067706e-04];[0 0 0];[5.81 -166.07 0.8]
[   8. -162.   -8.];[   7.9334755  -161.55264558   -7.93308962];[0 0 0];[5.86 -166.29 -6.69]
[   8. -162.  -16.];[   7.92635451 -161.47651414  -15.84409064];[0 0 0];[5.77 -166.87 -14.18]
[   0. -162.  -24.];[ 2.03702309e-03 -1.61334364e+02 -2.36992411e+01];[0 0 0];[-1.5 -167.74 -21.08]
[   0. -162.  -16.];[ 6.37425658e-04 -1.61495851e+02 -1.58481763e+01];[0 0 0];[-1.5 -166.65 -14.82]
[   0. -162.   -8.];[ 1.03140869e-04 -1.61569075e+02 -7.93489403e+00];[0 0 0];[-1.39 -166.17 -7.63]
[   0. -162.    0.];[-2.23078433e-04 -1.61610116e+02 -6.03744833e-05];[0 0 0];[-1.29 -165.93 -0.34]
[   0. -162.    8.];[-5.87142672e-04 -1.61569261e+02  7.93479148e+00];[0 0 0];[-1.25 -165.74 6.97]
[   0. -162.   16.];[-1.17240380e-03 -1.61496128e+02  1.58481194e+01];[0 0 0];[-1.22 -166.0 14.22]
[   0. -162.   24.];[-2.68034219e-03 -1.61334853e+02  2.36993121e+01];[0 0 0];[-1.06 -166.73 20.92]
[  -8. -162.   16.];[  -7.92695603 -161.47696002   15.84406656];[0 0 0];[-8.2 -165.97 15.12]
[  -8. -162.    8.];[  -7.93401733 -161.55299538    7.93300449];[0 0 0];[-8.46 -165.86 8.26]
[  -8. -162.    0.];[-7.93509416e+00 -1.61569482e+02 -4.04303339e-04];[0 0 0];[-8.32 -165.92 0.9]
[  -8. -162.   -8.];[  -7.93321443 -161.5525671    -7.93380414];[0 0 0];[-8.28 -166.17 -6.32]
[  -8. -162.  -16.];[  -7.92472774 -161.47484571  -15.84447683];[0 0 0];[-8.49 -166.75 -13.86]
[ -16. -162.  -16.];[ -15.82565738 -161.39083226  -15.82777167];[0 0 0];[-14.89 -167.13 -14.01]
[ -16. -162.   -8.];[ -15.8443676  -161.4770905    -7.92679474];[0 0 0];[-14.85 -166.71 -7.6]
[ -16. -162.    0.];[-1.58484395e+01 -1.61496358e+02 -9.57619830e-04];[0 0 0];[-14.86 -166.38 -0.18]
[ -16. -162.    8.];[ -15.84475893 -161.47537771    7.92450789];[0 0 0];[-14.83 -166.31 7.34]
[ -16. -162.   16.];[ -15.82794979 -161.39091665   15.82539686];[0 0 0];[-14.98 -166.37 14.56]
[ -24. -162.    0.];[-2.36996598e+01 -1.61335127e+02 -2.39569942e-03];[0 0 0];[-20.8 -167.14 0.89]
[   0. -170.    0.];[-3.76225071e-04 -1.69344493e+02 -1.55526569e-05];[0 0 0];[-1.37 -175.04 0.51]
