# extended ;1
# legs ;['blueleg']
# legs model ;['beam']
# legs young modulus ;[35000.]
# legs poisson ratio ;[0.45]
# legs position on motor ;['counterclockwisedown', 'clockwisedown', 'counterclockwisedown', 'clockwisedown']
# connector ;bluepart
# connector type ;rigid
Target;Simulation;DepthCamera;Polhemus
[  -8. -154.    0.];[-7.96307530e+00 -1.54005319e+02 -3.46990276e-04];[0 0 0];[-8.4 -148.94 -1.72]
[  -8. -154.    8.];[  -7.96368875 -154.00361663    7.9633801 ];[0 0 0];[-8.73 -148.93 6.76]
[  -8. -154.   16.];[  -7.96403266 -153.99814438   15.92499397];[0 0 0];[-8.24 -149.14 14.14]
[  -8. -154.   24.];[  -7.96469091 -153.98664905   23.88159596];[0 0 0];[-8.09 -149.29 21.99]
[   0. -154.   32.];[-6.09064386e-04 -1.53965163e+02  3.18225369e+01];[0 0 0];[-0.37 -149.46 29.51]
[   0. -154.   24.];[-1.86683931e-08 -1.53988795e+02  2.38819504e+01];[0 0 0];[0.12 -149.47 22.7]
[   0. -154.   16.];[-5.67359498e-09 -1.53999943e+02  1.59253739e+01];[0 0 0];[-0.08 -149.04 15.25]
[   0. -154.    8.];[-5.24933626e-09 -1.54005234e+02  7.96393320e+00];[0 0 0];[-0.46 -148.64 7.61]
[   0. -154.    0.];[-3.11113973e-09 -1.54006767e+02  3.47035374e-04];[0 0 0];[-0.26 -148.61 -1.45]
[   0. -154.   -8.];[-2.61198735e-09 -1.54005236e+02 -7.96334679e+00];[0 0 0];[-0.1 -148.88 -10.02]
[   0. -154.  -16.];[-1.35958445e-09 -1.53999947e+02 -1.59248870e+01];[0 0 0];[-0.1 -149.45 -17.2]
[   0. -154.  -24.];[-1.35127578e-09 -1.53988803e+02 -2.38815456e+01];[0 0 0];[-0.21 -149.52 -25.12]
[   0. -154.  -32.];[-1.47202014e-09 -1.53965157e+02 -3.18229792e+01];[0 0 0];[-0.04 -149.77 -33.05]
[   8. -154.  -24.];[   7.96415527 -153.98663169  -23.88230542];[0 0 0];[7.47 -149.56 -26.35]
[   8. -154.  -16.];[   7.96403409 -153.99813998  -15.92548224];[0 0 0];[7.72 -149.65 -18.6]
[   8. -154.   -8.];[   7.96369021 -154.00361454   -7.96396884];[0 0 0];[7.51 -149.32 -10.32]
[   8. -154.    0.];[ 7.96307529e+00 -1.54005319e+02 -3.46992068e-04];[0 0 0];[7.35 -148.98 -1.54]
[   8. -154.    8.];[   7.96368875 -154.00361662    7.9633801 ];[0 0 0];[7.35 -148.96 6.5]
[   8. -154.   16.];[   7.96403266 -153.99814437   15.92499396];[0 0 0];[7.29 -149.08 14.23]
[   8. -154.   24.];[   7.9646909  -153.98664904   23.88159595];[0 0 0];[7.43 -149.11 22.23]
[  16. -154.   24.];[  15.92645283 -153.9794288    23.881861  ];[0 0 0];[15.22 -149.03 22.49]
[  16. -154.   16.];[  15.92553554 -153.992077     15.92575786];[0 0 0];[15.31 -149.25 15.2]
[  16. -154.    8.];[  15.92406122 -153.99811265    7.96373618];[0 0 0];[14.72 -149.39 6.99]
[  16. -154.    0.];[ 1.59227446e+01 -1.53999945e+02  3.48098182e-04];[0 0 0];[14.62 -149.52 -1.82]
[  16. -154.   -8.];[  15.92405518 -153.99811492   -7.96314282];[0 0 0];[14.75 -149.51 -10.11]
[  16. -154.  -16.];[  15.92553008 -153.99208186  -15.92526302];[0 0 0];[14.59 -149.58 -17.42]
[  16. -154.  -24.];[  15.9266743  -153.97943143  -23.88163159];[0 0 0];[14.71 -149.63 -25.28]
[  24. -154.  -16.];[  23.87927377 -153.97910901  -15.92619517];[0 0 0];[21.98 -149.64 -18.53]
[  24. -154.   -8.];[  23.87804691 -153.98622559   -7.96384377];[0 0 0];[21.94 -149.79 -10.12]
[  24. -154.    0.];[ 2.38760826e+01 -1.53988272e+02 -3.50909784e-04];[0 0 0];[22.06 -149.79 -2.23]
[  24. -154.    8.];[  23.87803732 -153.98622792    7.96324379];[0 0 0];[22.23 -149.67 5.7]
[  24. -154.   16.];[  23.87999499 -153.97911138   15.92524308];[0 0 0];[22.54 -149.25 13.83]
[  32. -154.    0.];[ 3.18018410e+01 -1.53962988e+02  1.72674979e-02];[0 0 0];[29.74 -150.0 -1.13]
[  24. -162.    0.];[ 2.38467327e+01 -1.61893799e+02  1.89865380e-06];[0 0 0];[23.39 -156.78 -1.88]
[  16. -162.  -16.];[  15.91734699 -161.90780339  -15.89792645];[0 0 0];[16.31 -156.25 -18.37]
[  16. -162.   -8.];[  15.91158427 -161.92011566   -7.95824416];[0 0 0];[16.0 -156.18 -11.31]
[  16. -162.    0.];[ 1.59105518e+01 -1.61922660e+02 -3.43437076e-04];[0 0 0];[15.67 -156.13 -2.11]
[  16. -162.    8.];[  15.91157809 -161.92011684    7.95765343];[0 0 0];[15.3 -156.07 7.18]
[  16. -162.   16.];[  15.91179722 -161.9086287    15.91152279];[0 0 0];[15.19 -156.12 15.18]
[   8. -162.   16.];[   7.9588042  -161.92124606   15.91284072];[0 0 0];[7.54 -156.08 15.94]
[   8. -162.    8.];[   7.95877147 -161.93227529    7.95904831];[0 0 0];[7.51 -155.93 7.96]
[   8. -162.    0.];[ 7.95822760e+00 -1.61934534e+02  3.42327707e-04];[0 0 0];[7.74 -155.96 -1.21]
[   8. -162.   -8.];[   7.95877035 -161.93227911   -7.95846101];[0 0 0];[7.67 -155.83 -9.99]
[   8. -162.  -16.];[   7.95856515 -161.92125412  -15.91256827];[0 0 0];[7.45 -155.78 -18.38]
[   0. -162.  -24.];[ 6.98993678e-04 -1.61898975e+02 -2.38514448e+01];[0 0 0];[-0.96 -156.59 -25.45]
[   0. -162.  -16.];[ 1.97239108e-08 -1.61924842e+02 -1.59133127e+01];[0 0 0];[-1.18 -156.23 -19.09]
[   0. -162.   -8.];[-2.14590983e-09 -1.61935477e+02 -7.95910948e+00];[0 0 0];[-1.01 -156.06 -10.7]
[   0. -162.    0.];[ 5.75114101e-10 -1.61939126e+02 -3.42511690e-04];[0 0 0];[-0.99 -155.92 -1.85]
[   0. -162.    8.];[ 4.71799830e-10 -1.61935484e+02  7.95852519e+00];[0 0 0];[-1.07 -155.69 7.05]
[   0. -162.   16.];[-7.50175951e-11 -1.61924853e+02  1.59128219e+01];[0 0 0];[-0.87 -155.52 15.52]
[   0. -162.   24.];[ 7.95560915e-10 -1.61898990e+02  2.38519324e+01];[0 0 0];[-0.52 -156.01 22.88]
[  -8. -162.   16.];[  -7.95790282 -161.92120695   15.91344316];[0 0 0];[-8.98 -155.72 16.62]
[  -8. -162.    8.];[  -7.95877144 -161.93227529    7.95904838];[0 0 0];[-9.31 -155.9 7.96]
[  -8. -162.    0.];[-7.95822761e+00 -1.61934534e+02  3.42319244e-04];[0 0 0];[-9.21 -156.11 -0.96]
[  -8. -162.   -8.];[  -7.95877036 -161.93227911   -7.95846101];[0 0 0];[-9.15 -156.04 -9.55]
[  -8. -162.  -16.];[  -7.95856515 -161.92125412  -15.91256826];[0 0 0];[-9.39 -155.99 -18.07]
[ -16. -162.  -16.];[ -15.91152829 -161.90862985  -15.91179792];[0 0 0];[-17.15 -156.31 -18.35]
[ -16. -162.   -8.];[ -15.91158401 -161.92011563   -7.95824571];[0 0 0];[-17.3 -156.66 -10.6]
[ -16. -162.    0.];[-1.59105518e+01 -1.61922660e+02 -3.43434119e-04];[0 0 0];[-17.46 -156.43 -1.75]
[ -16. -162.    8.];[ -15.91157808 -161.92011683    7.95765343];[0 0 0];[-17.3 -156.11 7.13]
[ -16. -162.   16.];[ -15.91179722 -161.9086287    15.91152279];[0 0 0];[-16.95 -156.1 15.6]
[ -24. -162.    0.];[-2.38365691e+01 -1.61894062e+02  1.62859118e-02];[0 0 0];[-23.29 -157.28 -0.69]
[   0. -170.    0.];[-2.69757145e-01 -1.69742662e+02  1.83532795e-04];[0 0 0];[-3.87 -162.54 -1.2]
