# extended ;1
# legs ;['blueleg']
# legs model ;['beam']
# legs young modulus ;[35000.]
# legs poisson ratio ;[0.45]
# legs position on motor ;['counterclockwisedown', 'clockwisedown', 'counterclockwisedown', 'clockwisedown']
# connector ;bluepart
# connector type ;rigid
Target;Simulation;DepthCamera;Polhemus
[  32. -130.  -16.];[  31.89468371 -130.15014954  -15.9535582 ];[0 0 0];[30.62 -128.03 -18.84]
[  32. -130.   -8.];[  31.89218603 -130.15172595   -7.97702045];[0 0 0];[30.47 -128.15 -10.6]
[  32. -130.    0.];[ 3.18900202e+01 -1.30154035e+02 -3.70754614e-04];[0 0 0];[30.44 -128.12 -2.26]
[  32. -130.    8.];[  31.8921787  -130.15173071    7.97639571];[0 0 0];[30.52 -127.93 5.7]
[  32. -130.   16.];[  31.89467472 -130.15015012   15.95307138];[0 0 0];[30.86 -127.4 13.79]
[  32. -130.   24.];[  31.89817248 -130.14773253   23.92889386];[0 0 0];[30.92 -127.07 21.84]
[  24. -130.   32.];[  23.93096216 -130.14494432   31.89961365];[0 0 0];[23.49 -127.06 29.99]
[  24. -130.   24.];[  23.9231526  -130.15535102   23.9233343 ];[0 0 0];[23.38 -127.5 22.74]
[  24. -130.   16.];[  23.92024213 -130.15694494   15.94947149];[0 0 0];[23.57 -127.87 14.82]
[  24. -130.    8.];[  23.91798011 -130.15847193    7.9748472 ];[0 0 0];[23.36 -128.19 6.72]
[  24. -130.    0.];[ 2.39162588e+01 -1.30160748e+02  3.66961096e-04];[0 0 0];[23.41 -128.4 -1.79]
[  24. -130.   -8.];[  23.91797374 -130.15847846   -7.97423077];[0 0 0];[23.39 -128.5 -10.09]
[  24. -130.  -16.];[  23.92023699 -130.15694541  -15.9489676 ];[0 0 0];[23.78 -128.07 -18.19]
[  24. -130.  -24.];[  23.92314128 -130.1553617   -23.9229207 ];[0 0 0];[23.64 -127.9 -26.26]
[  24. -130.  -32.];[  23.93049278 -130.14488072  -31.89996661];[0 0 0];[23.54 -127.64 -34.05]
[  16. -130.  -32.];[  15.95525684 -130.14451634  -31.89864699];[0 0 0];[15.97 -128.13 -34.02]
[  16. -130.  -24.];[  15.95018947 -130.1540169   -23.92191479];[0 0 0];[16.24 -128.34 -26.62]
[  16. -130.  -16.];[  15.94541155 -130.16327983  -15.94564113];[0 0 0];[16.59 -128.89 -19.26]
[  16. -130.   -8.];[  15.94375321 -130.16463263   -7.97286978];[0 0 0];[16.55 -129.16 -10.91]
[  16. -130.    0.];[ 1.59425388e+01 -1.30166912e+02 -3.63919768e-04];[0 0 0];[16.55 -129.28 -2.22]
[  16. -130.    8.];[  15.94374885 -130.16463946    7.97225998];[0 0 0];[16.45 -129.12 6.28]
[  16. -130.   16.];[  15.94540461 -130.16329067   15.94514017];[0 0 0];[16.68 -128.35 13.84]
[  16. -130.   24.];[  15.95017921 -130.15403652   23.92150251];[0 0 0];[16.54 -127.92 21.82]
[  16. -130.   32.];[  15.95509821 -130.14452453   31.89845831];[0 0 0];[16.63 -127.52 29.85]
[   8. -130.   32.];[   7.97815118 -130.14345606   31.89808213];[0 0 0];[8.94 -127.91 30.1]
[   8. -130.   24.];[   7.97547473 -130.15275424   23.92112758];[0 0 0];[8.65 -128.02 22.68]
[   8. -130.   16.];[   7.97307164 -130.16168682   15.94499121];[0 0 0];[8.68 -128.82 15.31]
[   8. -130.    8.];[   7.97092191 -130.17049116    7.97121037];[0 0 0];[9.03 -129.53 7.17]
[   8. -130.    0.];[ 7.97028173e+00 -1.30172815e+02  3.61744505e-04];[0 0 0];[9.21 -129.97 -1.29]
[   8. -130.   -8.];[   7.97091906 -130.1705018    -7.97060412];[0 0 0];[9.08 -129.86 -10.09]
[   8. -130.  -16.];[   7.97306752 -130.16170173  -15.9444924 ];[0 0 0];[8.91 -129.25 -17.77]
[   8. -130.  -24.];[   7.97547047 -130.15276888  -23.92072168];[0 0 0];[8.37 -128.67 -25.4]
[   8. -130.  -32.];[   7.97799281 -130.14346354  -31.89789689];[0 0 0];[8.12 -128.35 -33.22]
[   0. -130.  -40.];[ 4.53867330e-04 -1.30133227e+02 -3.98727751e+01];[0 0 0];[0.39 -128.23 -40.88]
[   0. -130.  -32.];[ 7.91633530e-09 -1.30143187e+02 -3.18979286e+01];[0 0 0];[0.26 -128.35 -34.16]
[   0. -130.  -24.];[-8.06652187e-10 -1.30152304e+02 -2.39208514e+01];[0 0 0];[0.35 -128.7 -26.08]
[   0. -130.  -16.];[ 2.63339527e-10 -1.30161098e+02 -1.59447753e+01];[0 0 0];[0.2 -129.6 -19.14]
[   0. -130.   -8.];[-5.46998160e-11 -1.30169816e+02 -7.97108732e+00];[0 0 0];[0.29 -130.22 -11.09]
[   0. -130.    0.];[-6.77577579e-10 -1.30178413e+02 -3.60844630e-04];[0 0 0];[0.32 -130.36 -2.89]
[   0. -130.    8.];[-5.53431906e-10 -1.30169831e+02  7.97048159e+00];[0 0 0];[0.19 -130.14 5.91]
[   0. -130.   16.];[-4.85805290e-10 -1.30161113e+02  1.59442777e+01];[0 0 0];[0.08 -129.27 13.2]
[   0. -130.   24.];[ 8.12863052e-11 -1.30152318e+02  2.39204467e+01];[0 0 0];[0.16 -128.78 21.33]
[   0. -130.   32.];[ 8.91616986e-11 -1.30143201e+02  3.18976038e+01];[0 0 0];[0.2 -128.2 29.54]
[   0. -130.   40.];[ 5.15599424e-10 -1.30133176e+02  3.98731195e+01];[0 0 0];[0.16 -127.66 37.73]
[  -8. -130.   32.];[  -7.97756356 -130.14347889   31.8984848 ];[0 0 0];[-8.05 -127.95 30.85]
[  -8. -130.   24.];[  -7.97547472 -130.15275424   23.92112761];[0 0 0];[-8.1 -128.52 22.7]
[  -8. -130.   16.];[  -7.97307163 -130.16168682   15.94499122];[0 0 0];[-8.28 -129.27 15.2]
[  -8. -130.    8.];[  -7.97092191 -130.17049116    7.97121038];[0 0 0];[-8.3 -129.91 6.92]
[  -8. -130.    0.];[-7.97028173e+00 -1.30172815e+02  3.61746117e-04];[0 0 0];[-8.44 -130.34 -1.55]
[  -8. -130.   -8.];[  -7.97091906 -130.1705018    -7.97060412];[0 0 0];[-8.36 -130.2 -10.03]
[  -8. -130.  -16.];[  -7.97306752 -130.16170173  -15.9444924 ];[0 0 0];[-8.67 -129.41 -16.95]
[  -8. -130.  -24.];[  -7.97547047 -130.15276888  -23.92072168];[0 0 0];[-8.54 -129.02 -24.79]
[  -8. -130.  -32.];[  -7.97799281 -130.14346355  -31.89789689];[0 0 0];[-8.21 -128.73 -32.32]
[ -16. -130.  -32.];[ -15.95493524 -130.14451157  -31.89864577];[0 0 0];[-15.64 -128.59 -32.86]
[ -16. -130.  -24.];[ -15.95018946 -130.15401691  -23.92191479];[0 0 0];[-16.09 -128.81 -25.74]
[ -16. -130.  -16.];[ -15.94541155 -130.16327983  -15.94564113];[0 0 0];[-16.1 -129.29 -18.62]
[ -16. -130.   -8.];[ -15.94375321 -130.16463263   -7.97286978];[0 0 0];[-16.07 -129.72 -10.66]
[ -16. -130.    0.];[-1.59425388e+01 -1.30166912e+02 -3.63912369e-04];[0 0 0];[-15.94 -129.83 -2.08]
[ -16. -130.    8.];[ -15.94374885 -130.16463946    7.97225998];[0 0 0];[-16.1 -129.72 6.71]
[ -16. -130.   16.];[ -15.9454046  -130.16329066   15.94514018];[0 0 0];[-16.3 -129.0 14.34]
[ -16. -130.   24.];[ -15.95017921 -130.15403652   23.92150251];[0 0 0];[-16.21 -128.59 22.22]
[ -16. -130.   32.];[ -15.95509821 -130.14452453   31.89845831];[0 0 0];[-16.16 -128.17 30.13]
[ -24. -130.   32.];[ -23.93032623 -130.14486782   31.90015601];[0 0 0];[-23.37 -127.96 30.59]
[ -24. -130.   24.];[ -23.92315259 -130.15535102   23.92333434];[0 0 0];[-23.64 -128.55 23.14]
[ -24. -130.   16.];[ -23.92024213 -130.15694493   15.9494715 ];[0 0 0];[-23.66 -128.87 15.21]
[ -24. -130.    8.];[ -23.91798011 -130.15847194    7.9748472 ];[0 0 0];[-23.24 -129.27 6.86]
[ -24. -130.    0.];[-2.39162588e+01 -1.30160748e+02  3.66965158e-04];[0 0 0];[-22.87 -129.32 -1.8]
[ -24. -130.   -8.];[ -23.91797374 -130.15847845   -7.97423077];[0 0 0];[-23.16 -129.21 -9.93]
[ -24. -130.  -16.];[ -23.92023698 -130.15694542  -15.94896759];[0 0 0];[-23.59 -128.72 -17.33]
[ -24. -130.  -24.];[ -23.92314127 -130.1553617   -23.9229207 ];[0 0 0];[-23.54 -128.45 -24.98]
[ -24. -130.  -32.];[ -23.93049278 -130.14488072  -31.89996662];[0 0 0];[-23.59 -128.24 -32.87]
[ -32. -130.  -24.];[ -31.89753824 -130.14780646  -23.92967716];[0 0 0];[-30.61 -128.5 -25.65]
[ -32. -130.  -16.];[ -31.89468069 -130.15015089  -15.95358422];[0 0 0];[-30.88 -128.83 -17.88]
[ -32. -130.   -8.];[ -31.89218603 -130.15172596   -7.97702045];[0 0 0];[-30.84 -128.99 -10.07]
[ -32. -130.    0.];[-3.18900202e+01 -1.30154035e+02 -3.70752019e-04];[0 0 0];[-30.82 -129.02 -1.99]
[ -32. -130.    8.];[ -31.8921787  -130.15173071    7.97639571];[0 0 0];[-31.06 -128.98 6.55]
[ -32. -130.   16.];[ -31.8946747  -130.15015016   15.95307152];[0 0 0];[-31.27 -128.44 14.56]
[ -32. -130.   24.];[ -31.89817249 -130.14773252   23.92889386];[0 0 0];[-31.14 -128.07 22.59]
[ -40. -130.    0.];[ -39.72421139 -130.18072262    0.31735743];[0 0 0];[-37.47 -128.99 0.52]
[ -32. -138.   16.];[ -31.88646751 -138.09451783   15.9285347 ];[0 0 0];[-31.21 -135.73 14.19]
[ -32. -138.    8.];[ -31.87637637 -138.10535636    7.97413163];[0 0 0];[-30.87 -135.95 6.55]
[ -32. -138.    0.];[-3.18741052e+01 -1.38107497e+02  3.65889043e-04];[0 0 0];[-30.73 -136.1 -1.25]
[ -32. -138.   -8.];[ -31.87636641 -138.10536198   -7.97351495];[0 0 0];[-30.72 -135.87 -8.99]
[ -32. -138.  -16.];[ -31.87904852 -138.10221163  -15.94701236];[0 0 0];[-30.73 -135.62 -17.17]
[ -24. -138.  -24.];[ -23.91472423 -138.10562645  -23.91356676];[0 0 0];[-23.42 -135.66 -25.23]
[ -24. -138.  -16.];[ -23.9115189  -138.10938384  -15.94429868];[0 0 0];[-23.13 -135.8 -18.19]
[ -24. -138.   -8.];[ -23.90927421 -138.11196776   -7.97244906];[0 0 0];[-23.08 -136.0 -10.1]
[ -24. -138.    0.];[-2.39074962e+01 -1.38114016e+02 -3.61903531e-04];[0 0 0];[-23.02 -136.18 -2.04]
[ -24. -138.    8.];[ -23.90926711 -138.11197308    7.97183902];[0 0 0];[-23.24 -135.93 6.13]
[ -24. -138.   16.];[ -23.91150951 -138.10938981   15.943796  ];[0 0 0];[-23.24 -135.71 14.19]
[ -24. -138.   24.];[ -23.91417072 -138.10559337   23.91394893];[0 0 0];[-23.26 -135.4 22.29]
[ -16. -138.   32.];[ -15.94967924 -138.0985854    31.88284948];[0 0 0];[-15.9 -134.92 30.31]
[ -16. -138.   24.];[ -15.94507585 -138.10742261   23.91328752];[0 0 0];[-15.75 -135.3 23.11]
[ -16. -138.   16.];[ -15.94118144 -138.11432225   15.94140806];[0 0 0];[-15.85 -135.8 15.04]
[ -16. -138.    8.];[ -15.93957012 -138.11657178    7.97095102];[0 0 0];[-15.69 -136.15 6.74]
[ -16. -138.    0.];[-1.59383375e+01 -1.38118576e+02  3.58880467e-04];[0 0 0];[-15.3 -136.37 -1.53]
[ -16. -138.   -8.];[ -15.93956535 -138.11657721   -7.97034761];[0 0 0];[-15.41 -136.17 -9.51]
[ -16. -138.  -16.];[ -15.94117467 -138.1143292   -15.94091121];[0 0 0];[-15.79 -135.81 -17.18]
[ -16. -138.  -24.];[ -15.94506753 -138.10743158  -23.91287967];[0 0 0];[-15.79 -135.72 -25.31]
[ -16. -138.  -32.];[ -15.94918007 -138.09854832  -31.88321462];[0 0 0];[-16.17 -135.3 -33.09]
[  -8. -138.  -32.];[  -7.97537299 -138.09983615  -31.88287058];[0 0 0];[-8.62 -135.39 -33.61]
[  -8. -138.  -24.];[  -7.97313548 -138.10805575  -23.91263022];[0 0 0];[-8.34 -135.56 -26.44]
[  -8. -138.  -16.];[  -7.97117662 -138.11454331  -15.94085073];[0 0 0];[-8.56 -135.96 -18.65]
[  -8. -138.   -8.];[  -7.96950144 -138.1198987    -7.96978638];[0 0 0];[-8.56 -136.94 -11.28]
[  -8. -138.    0.];[-7.96886323e+00 -1.38121901e+02 -3.56850668e-04];[0 0 0];[-8.59 -137.21 -2.25]
[  -8. -138.    8.];[  -7.9694989  -138.1199047     7.96918689];[0 0 0];[-8.43 -136.62 6.13]
[  -8. -138.   16.];[  -7.97117296 -138.11455139   15.9403567 ];[0 0 0];[-8.08 -135.97 13.8]
[  -8. -138.   24.];[  -7.97313137 -138.10806463   23.91222597];[0 0 0];[-8.09 -135.58 21.91]
[  -8. -138.   32.];[  -7.97521243 -138.09984157   31.88268131];[0 0 0];[-8.0 -135.09 29.98]
[   0. -138.   32.];[-1.62003518e-04 -1.38100191e+02  3.18826839e+01];[0 0 0];[-0.32 -135.18 29.8]
[   0. -138.   24.];[-3.63754412e-09 -1.38108196e+02  2.39124092e+01];[0 0 0];[-0.32 -135.29 22.67]
[   0. -138.   16.];[ 8.31603668e-10 -1.38114549e+02  1.59406649e+01];[0 0 0];[0.09 -135.88 14.98]
[   0. -138.    8.];[-2.29248831e-10 -1.38119835e+02  7.96967766e+00];[0 0 0];[0.46 -136.81 7.28]
[   0. -138.    0.];[ 1.65269250e-10 -1.38124120e+02  3.56046854e-04];[0 0 0];[0.55 -137.36 -1.69]
[   0. -138.   -8.];[-2.79905377e-10 -1.38119841e+02 -7.96907917e+00];[0 0 0];[0.8 -136.93 -9.98]
[   0. -138.  -16.];[ 1.65590263e-10 -1.38114557e+02 -1.59401721e+01];[0 0 0];[0.39 -136.23 -17.19]
[   0. -138.  -24.];[-2.60561445e-10 -1.38108205e+02 -2.39120061e+01];[0 0 0];[0.04 -135.87 -25.26]
[   0. -138.  -32.];[ 6.15562078e-10 -1.38100196e+02 -3.18824966e+01];[0 0 0];[0.24 -135.52 -33.11]
[   8. -138.  -32.];[   7.97504791 -138.09983671  -31.88286775];[0 0 0];[7.86 -135.34 -33.44]
[   8. -138.  -24.];[   7.97313547 -138.10805575  -23.91263022];[0 0 0];[8.17 -135.76 -26.37]
[   8. -138.  -16.];[   7.97117662 -138.11454331  -15.94085073];[0 0 0];[8.16 -136.02 -18.55]
[   8. -138.   -8.];[   7.96950144 -138.11989869   -7.96978638];[0 0 0];[8.2 -136.59 -10.75]
[   8. -138.    0.];[ 7.96886323e+00 -1.38121901e+02 -3.56851259e-04];[0 0 0];[8.35 -136.68 -2.11]
[   8. -138.    8.];[   7.9694989  -138.1199047     7.96918689];[0 0 0];[8.67 -136.33 6.16]
[   8. -138.   16.];[   7.97117296 -138.11455139   15.9403567 ];[0 0 0];[8.52 -135.68 13.62]
[   8. -138.   24.];[   7.97313137 -138.10806463   23.91222597];[0 0 0];[8.35 -135.28 21.54]
[   8. -138.   32.];[   7.97521243 -138.09984157   31.88268131];[0 0 0];[8.49 -134.89 29.64]
[  16. -138.   32.];[  15.94901175 -138.09854379   31.88340138];[0 0 0];[15.72 -134.56 29.81]
[  16. -138.   24.];[  15.94507584 -138.10742261   23.91328756];[0 0 0];[15.86 -135.01 22.36]
[  16. -138.   16.];[  15.94118144 -138.11432226   15.94140806];[0 0 0];[15.76 -135.37 14.74]
[  16. -138.    8.];[  15.93957012 -138.11657178    7.97095102];[0 0 0];[15.32 -135.66 6.51]
[  16. -138.    0.];[ 1.59383375e+01 -1.38118576e+02  3.58878934e-04];[0 0 0];[15.24 -135.87 -1.4]
[  16. -138.   -8.];[  15.93956535 -138.11657721   -7.97034761];[0 0 0];[15.44 -135.93 -9.48]
[  16. -138.  -16.];[  15.94117466 -138.1143292   -15.94091121];[0 0 0];[15.43 -135.64 -17.3]
[  16. -138.  -24.];[  15.94506753 -138.10743158  -23.91287967];[0 0 0];[15.35 -135.56 -25.53]
[  16. -138.  -32.];[  15.94918007 -138.09854832  -31.88321463];[0 0 0];[15.63 -135.15 -33.29]
[  24. -138.  -24.];[  23.91358998 -138.1056185   -23.91471413];[0 0 0];[22.51 -135.34 -26.21]
[  24. -138.  -16.];[  23.91151887 -138.10938385  -15.94429879];[0 0 0];[22.85 -135.59 -18.8]
[  24. -138.   -8.];[  23.90927421 -138.11196776   -7.97244906];[0 0 0];[22.71 -135.61 -10.23]
[  24. -138.    0.];[ 2.39074962e+01 -1.38114016e+02 -3.61909513e-04];[0 0 0];[22.71 -135.55 -2.28]
[  24. -138.    8.];[  23.90926711 -138.11197308    7.97183901];[0 0 0];[22.8 -135.23 5.51]
[  24. -138.   16.];[  23.91150951 -138.10938981   15.943796  ];[0 0 0];[22.93 -134.87 13.6]
[  24. -138.   24.];[  23.91417073 -138.10559337   23.91394893];[0 0 0];[23.04 -134.59 21.52]
[  32. -138.   16.];[  31.87827956 -138.10225795   15.94799299];[0 0 0];[30.11 -134.85 14.22]
[  32. -138.    8.];[  31.87637595 -138.10535676    7.97413401];[0 0 0];[30.29 -135.06 6.17]
[  32. -138.    0.];[ 3.18741052e+01 -1.38107497e+02  3.65887834e-04];[0 0 0];[30.29 -135.37 -1.83]
[  32. -138.   -8.];[  31.87636641 -138.10536198   -7.97351494];[0 0 0];[30.33 -135.25 -9.65]
[  32. -138.  -16.];[  31.87904852 -138.10221162  -15.94701236];[0 0 0];[30.36 -134.95 -17.81]
[  32. -146.  -16.];[  31.85473349 -146.04032464  -15.93783072];[0 0 0];[30.2 -142.23 -18.07]
[  32. -146.   -8.];[  31.85265464 -146.04569655   -7.96976228];[0 0 0];[30.0 -142.63 -10.32]
[  32. -146.    0.];[ 3.18503640e+01 -1.46047790e+02 -3.60624279e-04];[0 0 0];[30.19 -142.47 -2.51]
[  32. -146.    8.];[  31.85264367 -146.04570048    7.96914885];[0 0 0];[30.11 -142.28 5.64]
[  32. -146.   16.];[  31.8547159  -146.04056234   15.9375512 ];[0 0 0];[30.1 -141.94 13.57]
[  24. -146.   24.];[  23.90134954 -146.04492596   23.90019558];[0 0 0];[22.86 -141.81 21.78]
[  24. -146.   16.];[  23.89878387 -146.05244204   15.93666016];[0 0 0];[22.68 -142.18 14.6]
[  24. -146.    8.];[  23.89678387 -146.05655338    7.96892158];[0 0 0];[22.72 -142.3 6.44]
[  24. -146.    0.];[ 2.38949774e+01 -1.46058446e+02  3.56449993e-04];[0 0 0];[22.73 -142.56 -1.17]
[  24. -146.   -8.];[  23.89677596 -146.05655728   -7.96831749];[0 0 0];[22.72 -142.48 -9.6]
[  24. -146.  -16.];[  23.8987735  -146.05244736  -15.93615878];[0 0 0];[22.57 -142.34 -17.8]
[  24. -146.  -24.];[  23.90080578 -146.04491284  -23.90057987];[0 0 0];[22.28 -142.26 -25.31]
[  16. -146.  -32.];[  15.94041873 -146.03921798  -31.85901035];[0 0 0];[14.86 -142.35 -33.05]
[  16. -146.  -24.];[  15.93751616 -146.05155005  -23.90068164];[0 0 0];[14.88 -142.5 -26.18]
[  16. -146.  -16.];[  15.9349318  -146.0587281   -15.93515593];[0 0 0];[14.91 -142.69 -18.23]
[  16. -146.   -8.];[  15.93344287 -146.06229448   -7.96808339];[0 0 0];[14.63 -142.71 -9.57]
[  16. -146.    0.];[ 1.59322011e+01 -1.46064084e+02 -3.53646200e-04];[0 0 0];[14.92 -142.6 -2.19]
[  16. -146.    8.];[  15.93343768 -146.06229838    7.96748566];[0 0 0];[14.92 -142.32 5.56]
[  16. -146.   16.];[  15.93492551 -146.05873271   15.93466143];[0 0 0];[15.09 -141.93 13.93]
[  16. -146.   24.];[  15.93750903 -146.05155613   23.90027386];[0 0 0];[15.43 -141.74 21.97]
[  16. -146.   32.];[  15.93990652 -146.03920157   31.85938466];[0 0 0];[15.76 -141.55 30.17]
[   8. -146.   32.];[   7.97114567 -146.04343138   31.85993931];[0 0 0];[8.2 -141.86 30.56]
[   8. -146.   24.];[   7.96968577 -146.05466401   23.90041114];[0 0 0];[8.2 -142.06 22.9]
[   8. -146.   16.];[   7.96834113 -146.06125128   15.9347836 ];[0 0 0];[8.23 -142.31 14.98]
[   8. -146.    8.];[   7.96723273 -146.06515778    7.96751441];[0 0 0];[7.78 -142.42 6.49]
[   8. -146.    0.];[ 7.96659809e+00 -1.46066899e+02  3.51965324e-04];[0 0 0];[7.27 -142.74 -1.15]
[   8. -146.   -8.];[   7.96723062 -146.06516076   -7.96692078];[0 0 0];[7.34 -142.85 -8.99]
[   8. -146.  -16.];[   7.96833822 -146.06125532  -15.93429302];[0 0 0];[7.37 -142.84 -17.39]
[   8. -146.  -24.];[   7.96968219 -146.05466978  -23.90000678];[0 0 0];[7.27 -142.53 -25.21]
[   8. -146.  -32.];[   7.97098152 -146.04343642  -31.85974352];[0 0 0];[7.61 -142.37 -33.31]
[   0. -146.  -32.];[ 1.66679505e-04 -1.46044697e+02 -3.18600280e+01];[0 0 0];[0.61 -142.54 -33.18]
[   0. -146.  -24.];[ 3.46188124e-09 -1.46055580e+02 -2.39003104e+01];[0 0 0];[0.35 -142.52 -26.3]
[   0. -146.  -16.];[-6.75257703e-10 -1.46061982e+02 -1.59346555e+01];[0 0 0];[0.45 -142.64 -18.37]
[   0. -146.   -8.];[-3.36100420e-10 -1.46065801e+02 -7.96742987e+00];[0 0 0];[0.7 -142.74 -9.68]
[   0. -146.    0.];[-4.54580222e-10 -1.46067590e+02 -3.51482624e-04];[0 0 0];[0.4 -142.94 -2.15]
[   0. -146.    8.];[-2.99776984e-10 -1.46065803e+02  7.96683778e+00];[0 0 0];[0.37 -142.85 6.06]
[   0. -146.   16.];[-3.91843407e-10 -1.46061986e+02  1.59341661e+01];[0 0 0];[0.2 -142.74 14.14]
[   0. -146.   24.];[-2.50339959e-10 -1.46055586e+02  2.38999072e+01];[0 0 0];[0.22 -142.57 21.94]
[   0. -146.   32.];[-2.61232839e-10 -1.46044701e+02  3.18598344e+01];[0 0 0];[0.45 -142.18 29.95]
[  -8. -146.   32.];[  -7.97081123 -146.04343254   31.85993612];[0 0 0];[-7.55 -142.29 30.13]
[  -8. -146.   24.];[  -7.96968576 -146.05466401   23.90041114];[0 0 0];[-7.95 -142.51 22.99]
[  -8. -146.   16.];[  -7.96834113 -146.06125128   15.93478361];[0 0 0];[-7.79 -142.84 14.88]
[  -8. -146.    8.];[  -7.96723273 -146.06515777    7.96751441];[0 0 0];[-7.44 -143.06 6.16]
[  -8. -146.    0.];[-7.96659809e+00 -1.46066899e+02  3.51966523e-04];[0 0 0];[-7.42 -143.07 -1.39]
[  -8. -146.   -8.];[  -7.96723062 -146.06516076   -7.96692078];[0 0 0];[-7.45 -142.84 -9.28]
[  -8. -146.  -16.];[  -7.96833822 -146.06125532  -15.93429302];[0 0 0];[-7.76 -142.76 -17.37]
[  -8. -146.  -24.];[  -7.96968219 -146.05466978  -23.90000678];[0 0 0];[-7.96 -142.61 -25.25]
[  -8. -146.  -32.];[  -7.97098152 -146.04343642  -31.85974352];[0 0 0];[-8.05 -142.54 -33.11]
[ -16. -146.  -32.];[ -15.93973106 -146.03919816  -31.85957745];[0 0 0];[-15.29 -142.52 -33.35]
[ -16. -146.  -24.];[ -15.93751615 -146.05155004  -23.90068169];[0 0 0];[-15.67 -142.72 -26.02]
[ -16. -146.  -16.];[ -15.9349318  -146.0587281   -15.93515594];[0 0 0];[-15.4 -142.97 -18.23]
[ -16. -146.   -8.];[ -15.93344287 -146.06229448   -7.9680834 ];[0 0 0];[-15.34 -143.06 -9.87]
[ -16. -146.    0.];[-1.59322011e+01 -1.46064084e+02 -3.53645643e-04];[0 0 0];[-15.46 -143.34 -2.48]
[ -16. -146.    8.];[ -15.93343768 -146.06229838    7.96748566];[0 0 0];[-15.68 -143.13 5.8]
[ -16. -146.   16.];[ -15.93492551 -146.05873271   15.93466143];[0 0 0];[-15.82 -142.67 14.18]
[ -16. -146.   24.];[ -15.93750903 -146.05155613   23.90027386];[0 0 0];[-15.85 -142.44 22.14]
[ -16. -146.   32.];[ -15.93990652 -146.03920156   31.85938465];[0 0 0];[-15.92 -142.2 30.24]
[ -24. -146.   24.];[ -23.90021826 -146.04492278   23.90134106];[0 0 0];[-23.67 -142.26 23.18]
[ -24. -146.   16.];[ -23.89878384 -146.05244204   15.93666026];[0 0 0];[-23.61 -142.79 15.02]
[ -24. -146.    8.];[ -23.89678386 -146.05655338    7.96892157];[0 0 0];[-23.26 -143.1 6.42]
[ -24. -146.    0.];[-2.38949774e+01 -1.46058446e+02  3.56450267e-04];[0 0 0];[-23.09 -143.21 -1.53]
[ -24. -146.   -8.];[ -23.89677597 -146.05655728   -7.96831749];[0 0 0];[-23.09 -143.01 -8.96]
[ -24. -146.  -16.];[ -23.89877351 -146.05244736  -15.93615878];[0 0 0];[-23.2 -142.84 -17.39]
[ -24. -146.  -24.];[ -23.90080579 -146.04491285  -23.90057988];[0 0 0];[-23.36 -142.73 -25.05]
[ -32. -146.  -16.];[ -31.85394617 -146.04058495  -15.93853557];[0 0 0];[-30.7 -143.15 -17.68]
[ -32. -146.   -8.];[ -31.85265461 -146.04569656   -7.96976237];[0 0 0];[-30.74 -143.31 -9.51]
[ -32. -146.    0.];[-3.18503640e+01 -1.46047790e+02 -3.60623443e-04];[0 0 0];[-30.88 -143.28 -2.21]
[ -32. -146.    8.];[ -31.85264368 -146.04570049    7.96914885];[0 0 0];[-30.92 -143.16 5.95]
[ -32. -146.   16.];[ -31.85471592 -146.04056234   15.9375512 ];[0 0 0];[-31.09 -142.68 14.49]
[ -32. -154.    0.];[-3.18106656e+01 -1.53955505e+02  1.52166912e-02];[0 0 0];[-30.91 -150.15 -0.37]
[ -24. -154.  -16.];[ -23.88497593 -153.9788968   -15.91222775];[0 0 0];[-24.31 -149.93 -17.72]
[ -24. -154.   -8.];[ -23.87804719 -153.98622561   -7.96384216];[0 0 0];[-23.92 -149.92 -10.81]
[ -24. -154.    0.];[-2.38760826e+01 -1.53988272e+02 -3.50900776e-04];[0 0 0];[-23.44 -150.17 -2.23]
[ -24. -154.    8.];[ -23.87803736 -153.98622794    7.9632438 ];[0 0 0];[-23.56 -149.89 6.57]
[ -24. -154.   16.];[ -23.87999501 -153.97911139   15.92524309];[0 0 0];[-23.7 -149.3 15.29]
[ -16. -154.   24.];[ -15.92726273 -153.97942543   23.88122273];[0 0 0];[-16.19 -149.4 22.64]
[ -16. -154.   16.];[ -15.92553558 -153.99207702   15.92575781];[0 0 0];[-16.24 -149.4 15.56]
[ -16. -154.    8.];[ -15.92406122 -153.99811266    7.96373619];[0 0 0];[-16.25 -149.26 7.53]
[ -16. -154.    0.];[-1.59227446e+01 -1.53999945e+02  3.48102909e-04];[0 0 0];[-16.14 -149.46 -1.49]
[ -16. -154.   -8.];[ -15.92405518 -153.99811492   -7.96314282];[0 0 0];[-16.18 -149.42 -9.91]
[ -16. -154.  -16.];[ -15.92553008 -153.99208187  -15.92526302];[0 0 0];[-16.09 -149.54 -18.16]
[ -16. -154.  -24.];[ -15.9266743  -153.97943143  -23.88163159];[0 0 0];[-16.29 -149.63 -25.73]
[  -8. -154.  -24.];[  -7.96489059 -153.9866436   -23.88182887];[0 0 0];[-8.85 -149.8 -26.1]
[  -8. -154.  -16.];[  -7.96403412 -153.99813999  -15.92548219];[0 0 0];[-8.53 -149.61 -18.74]
[  -8. -154.   -8.];[  -7.96369022 -154.00361455   -7.96396884];[0 0 0];[-8.35 -149.2 -10.69]
