# extended ;1
# legs ;['blueleg']
# legs model ;['cosserat']
# legs young modulus ;[35000.]
# legs poisson ratio ;[0.45]
# legs position on motor ;['counterclockwisedown', 'clockwisedown', 'counterclockwisedown', 'clockwisedown']
# connector ;bluepart
# connector type ;rigid
Target;Simulation;DepthCamera;Polhemus
[  32. -122.    0.];[ 3.18276502e+01 -1.22344596e+02  1.37887815e-09];[0 0 0];[24.34 -135.62 7.46]
[  32. -122.   -8.];[  31.82733352 -122.34264854   -7.96180375];[0 0 0];[24.61 -136.22 0.16]
[  32. -122.  -16.];[  31.82632973 -122.33665824  -15.92125226];[0 0 0];[24.59 -136.33 -7.28]
[  40. -130.    0.];[ 3.97229711e+01 -1.30229008e+02  4.14205085e-09];[0 0 0];[30.04 -140.43 7.36]
[  32. -130.  -24.];[  31.79636317 -130.22675811  -23.85452458];[0 0 0];[24.85 -141.41 -14.2]
[  32. -130.  -16.];[  31.80055634 -130.24212493  -15.90815205];[0 0 0];[24.25 -141.15 -7.54]
[  32. -130.   -8.];[  31.80274253 -130.25056079   -7.95547306];[0 0 0];[24.07 -140.61 -0.21]
[  32. -130.    0.];[ 3.18034256e+01 -1.30253263e+02  1.12494885e-09];[0 0 0];[24.06 -140.04 7.21]
[  32. -130.    8.];[  31.80274251 -130.2505608     7.95547306];[0 0 0];[24.15 -139.31 14.09]
[  32. -130.   16.];[  31.80055632 -130.24212496   15.90815205];[0 0 0];[24.46 -138.58 20.72]
[  32. -130.   24.];[  31.79636317 -130.22675814   23.85452459];[0 0 0];[24.96 -138.08 27.08]
[  24. -130.   32.];[  23.85452456 -130.22675825   31.796363  ];[0 0 0];[19.11 -137.56 33.05]
[  24. -130.   24.];[  23.86192724 -130.24229575   23.8619272 ];[0 0 0];[18.56 -138.39 27.72]
[  24. -130.   16.];[  23.86400653 -130.25553793   15.91235943];[0 0 0];[18.53 -138.84 21.27]
[  24. -130.    8.];[  23.86508183 -130.26291568    7.95739212];[0 0 0];[18.46 -139.45 14.57]
[  24. -130.    0.];[ 2.38654162e+01 -1.30265295e+02 -1.56994621e-09];[0 0 0];[18.66 -140.02 7.59]
[  24. -130.   -8.];[  23.86508185 -130.26291564   -7.95739212];[0 0 0];[18.77 -140.63 0.59]
[  24. -130.  -16.];[  23.86400653 -130.25553795  -15.91235943];[0 0 0];[18.64 -140.63 -6.9]
[  24. -130.  -24.];[  23.86192724 -130.24229577  -23.8619272 ];[0 0 0];[18.95 -141.06 -14.38]
[  24. -130.  -32.];[  23.85452455 -130.22675825  -31.79636299];[0 0 0];[18.67 -141.43 -21.68]
[  16. -130.  -32.];[  15.90815201 -130.24212515  -31.80055612];[0 0 0];[12.48 -141.51 -22.18]
[  16. -130.  -24.];[  15.91235941 -130.25553808  -23.86400642];[0 0 0];[12.44 -141.34 -15.66]
[  16. -130.  -16.];[  15.91584651 -130.26035703  -15.91584648];[0 0 0];[12.81 -141.06 -8.28]
[  16. -130.   -8.];[  15.9163311  -130.26718406   -7.95900149];[0 0 0];[13.07 -140.79 -1.12]
[  16. -130.    0.];[ 1.59164798e+01 -1.30269396e+02  6.66021670e-09];[0 0 0];[13.02 -140.45 5.68]
[  16. -130.    8.];[  15.91633112 -130.26718406    7.95900148];[0 0 0];[12.67 -139.72 12.59]
[  16. -130.   16.];[  15.9158465  -130.26035702   15.91584649];[0 0 0];[12.66 -138.87 19.6]
[  16. -130.   24.];[  15.91235942 -130.25553806   23.86400641];[0 0 0];[12.84 -138.33 26.22]
[  16. -130.   32.];[  15.90815201 -130.24212513   31.80055613];[0 0 0];[12.92 -137.82 32.6]
[   8. -130.   32.];[   7.95547304 -130.25056095   31.80274236];[0 0 0];[6.68 -138.0 32.85]
[   8. -130.   24.];[   7.95739211 -130.26291577   23.86508176];[0 0 0];[6.38 -138.44 27.13]
[   8. -130.   16.];[   7.95900149 -130.26718418   15.91633105];[0 0 0];[6.56 -139.17 20.27]
[   8. -130.    8.];[   7.96048433 -130.26523866    7.96048431];[0 0 0];[6.73 -139.81 13.71]
[   8. -130.    0.];[ 7.96053348e+00 -1.30267376e+02 -8.74112581e-10];[0 0 0];[6.71 -140.18 7.1]
[   8. -130.   -8.];[   7.96048431 -130.26523866   -7.96048431];[0 0 0];[6.7 -140.5 0.33]
[   8. -130.  -16.];[   7.95900149 -130.26718419  -15.91633104];[0 0 0];[6.74 -140.63 -6.96]
[   8. -130.  -24.];[   7.95739211 -130.26291577  -23.86508175];[0 0 0];[6.53 -141.06 -14.05]
[   8. -130.  -32.];[   7.95547305 -130.25056093  -31.80274237];[0 0 0];[6.08 -141.24 -21.5]
[   0. -130.  -40.];[-1.29958445e-09 -1.30229008e+02 -3.97229708e+01];[0 0 0];[0.35 -141.74 -28.79]
[   0. -130.  -32.];[-2.63993918e-09 -1.30253264e+02 -3.18034255e+01];[0 0 0];[0.18 -141.26 -22.59]
[   0. -130.  -24.];[-4.68665205e-10 -1.30265295e+02 -2.38654161e+01];[0 0 0];[-0.04 -141.14 -15.36]
[   0. -130.  -16.];[ 3.30195262e-09 -1.30269396e+02 -1.59164798e+01];[0 0 0];[-0.01 -141.12 -8.21]
[   0. -130.   -8.];[ 1.98993913e-09 -1.30267376e+02 -7.96053345e+00];[0 0 0];[-0.02 -140.95 -2.1]
[   0. -130.    0.];[-3.23894743e-09 -1.30260033e+02 -3.12989894e-09];[0 0 0];[-0.19 -140.97 4.47]
[   0. -130.    8.];[-1.96707366e-09 -1.30267376e+02  7.96053344e+00];[0 0 0];[-0.04 -140.57 11.08]
[   0. -130.   16.];[-4.03468024e-09 -1.30269396e+02  1.59164798e+01];[0 0 0];[-0.32 -139.96 17.67]
[   0. -130.   24.];[ 2.41502656e-09 -1.30265295e+02  2.38654161e+01];[0 0 0];[-0.51 -139.49 24.36]
[   0. -130.   32.];[ 1.86579449e-09 -1.30253264e+02  3.18034255e+01];[0 0 0];[-0.99 -138.86 31.13]
[   0. -130.   40.];[-2.46381507e-12 -1.30229008e+02  3.97229708e+01];[0 0 0];[-1.22 -138.38 37.38]
[  -8. -130.   32.];[  -7.95547304 -130.25056095   31.80274236];[0 0 0];[-7.26 -138.66 32.24]
[  -8. -130.   24.];[  -7.95739212 -130.26291574   23.86508179];[0 0 0];[-7.14 -139.37 25.81]
[  -8. -130.   16.];[  -7.95900149 -130.26718416   15.91633105];[0 0 0];[-6.71 -139.87 19.03]
[  -8. -130.    8.];[  -7.9604843  -130.26523869    7.96048431];[0 0 0];[-6.68 -140.43 12.7]
[  -8. -130.    0.];[-7.96053346e+00 -1.30267376e+02 -2.14107260e-09];[0 0 0];[-6.66 -140.66 6.32]
[  -8. -130.   -8.];[  -7.96048432 -130.26523862   -7.96048431];[0 0 0];[-6.73 -140.75 -0.12]
[  -8. -130.  -16.];[  -7.95900149 -130.26718417  -15.91633105];[0 0 0];[-6.79 -140.89 -7.09]
[  -8. -130.  -24.];[  -7.95739212 -130.26291575  -23.86508175];[0 0 0];[-6.67 -141.26 -14.12]
[  -8. -130.  -32.];[  -7.95547305 -130.25056094  -31.80274237];[0 0 0];[-6.67 -141.67 -21.05]
[ -16. -130.  -32.];[ -15.90815203 -130.2421251   -31.80055616];[0 0 0];[-12.93 -141.68 -21.25]
[ -16. -130.  -24.];[ -15.91235941 -130.25553808  -23.86400642];[0 0 0];[-12.9 -141.65 -15.19]
[ -16. -130.  -16.];[ -15.91584651 -130.260357    -15.91584649];[0 0 0];[-12.88 -141.2 -8.32]
[ -16. -130.   -8.];[ -15.91633111 -130.26718406   -7.95900149];[0 0 0];[-13.2 -140.98 -1.19]
[ -16. -130.    0.];[-1.59164798e+01 -1.30269396e+02  7.02911314e-09];[0 0 0];[-13.33 -140.83 4.86]
[ -16. -130.    8.];[ -15.91633111 -130.26718406    7.95900149];[0 0 0];[-13.21 -140.34 11.42]
[ -16. -130.   16.];[ -15.91584651 -130.260357     15.91584648];[0 0 0];[-13.42 -139.7 18.11]
[ -16. -130.   24.];[ -15.91235942 -130.25553805   23.86400644];[0 0 0];[-13.34 -139.29 24.57]
[ -16. -130.   32.];[ -15.90815203 -130.2421251    31.80055617];[0 0 0];[-14.03 -138.88 31.04]
[ -24. -130.   32.];[ -23.85452454 -130.22675825   31.79636299];[0 0 0];[-20.24 -138.84 31.4]
[ -24. -130.   24.];[ -23.86192724 -130.24229578   23.86192718];[0 0 0];[-20.02 -139.46 25.86]
[ -24. -130.   16.];[ -23.86400655 -130.25553791   15.91235943];[0 0 0];[-19.75 -139.77 19.53]
[ -24. -130.    8.];[ -23.86508185 -130.26291564    7.95739212];[0 0 0];[-19.7 -140.08 13.05]
[ -24. -130.    0.];[-2.38654162e+01 -1.30265295e+02 -6.59262987e-09];[0 0 0];[-19.42 -140.55 6.43]
[ -24. -130.   -8.];[ -23.86508185 -130.26291564   -7.95739213];[0 0 0];[-19.35 -140.89 -0.11]
[ -24. -130.  -16.];[ -23.86400654 -130.25553792  -15.91235943];[0 0 0];[-19.57 -141.04 -7.32]
[ -24. -130.  -24.];[ -23.86192724 -130.24229576  -23.86192721];[0 0 0];[-19.52 -141.37 -14.35]
[ -24. -130.  -32.];[ -23.85452454 -130.22675824  -31.79636299];[0 0 0];[-19.68 -141.83 -21.49]
[ -32. -130.  -24.];[ -31.79636317 -130.22675813  -23.85452457];[0 0 0];[-25.5 -141.91 -15.43]
[ -32. -130.  -16.];[ -31.80055631 -130.24212498  -15.90815202];[0 0 0];[-25.59 -141.54 -8.47]
[ -32. -130.   -8.];[ -31.80274253 -130.25056077   -7.95547306];[0 0 0];[-25.54 -141.13 -1.46]
[ -32. -130.    0.];[-3.18034256e+01 -1.30253263e+02 -3.73502761e-10];[0 0 0];[-25.7 -140.74 5.29]
[ -32. -130.    8.];[ -31.80274252 -130.25056079    7.95547306];[0 0 0];[-25.91 -140.32 11.88]
[ -32. -130.   16.];[ -31.80055629 -130.242125     15.90815204];[0 0 0];[-26.18 -139.57 18.65]
[ -32. -130.   24.];[ -31.79636316 -130.22675812   23.85452458];[0 0 0];[-26.59 -139.02 25.26]
[ -40. -130.    0.];[-3.97229711e+01 -1.30229008e+02 -9.54876298e-09];[0 0 0];[-31.93 -140.78 6.74]
[ -32. -138.   16.];[ -31.76498429 -138.12848682   15.89122132];[0 0 0];[-26.88 -144.1 19.23]
[ -32. -138.    8.];[ -31.76950512 -138.14149837    7.94756674];[0 0 0];[-26.53 -144.81 13.57]
[ -32. -138.    0.];[-3.17708898e+01 -1.38145568e+02 -6.38230929e-09];[0 0 0];[-26.09 -145.31 6.83]
[ -32. -138.   -8.];[ -31.76950515 -138.14149837   -7.94756676];[0 0 0];[-25.88 -145.63 -0.03]
[ -32. -138.  -16.];[ -31.76498426 -138.12848683  -15.89122132];[0 0 0];[-25.98 -145.92 -7.37]
[ -24. -138.  -24.];[ -23.8389601  -138.13494841  -23.83896005];[0 0 0];[-19.99 -146.3 -15.11]
[ -24. -138.  -16.];[ -23.84340943 -138.15478344  -15.89877973];[0 0 0];[-19.46 -145.98 -8.71]
[ -24. -138.   -8.];[ -23.84565062 -138.1653483    -7.95099147];[0 0 0];[-19.4 -145.5 -1.37]
[ -24. -138.    0.];[-2.38463397e+01 -1.38168689e+02  2.74804539e-09];[0 0 0];[-19.5 -145.01 5.3]
[ -24. -138.    8.];[ -23.84565062 -138.16534829    7.95099148];[0 0 0];[-19.73 -144.47 12.36]
[ -24. -138.   16.];[ -23.84340942 -138.15478345   15.89877973];[0 0 0];[-20.06 -143.97 18.92]
[ -24. -138.   24.];[ -23.83896011 -138.1349484    23.83896006];[0 0 0];[-20.5 -143.62 25.33]
[ -16. -138.   32.];[ -15.8912213  -138.1284869    31.76498413];[0 0 0];[-14.81 -143.22 31.52]
[ -16. -138.   24.];[ -15.89877972 -138.15478352   23.84340933];[0 0 0];[-14.04 -143.6 25.96]
[ -16. -138.   16.];[ -15.9044374  -138.16669432   15.90443738];[0 0 0];[-13.8 -144.11 19.57]
[ -16. -138.    8.];[ -15.90552317 -138.17601512    7.95359834];[0 0 0];[-13.39 -144.2 13.33]
[ -16. -138.    0.];[-1.59058562e+01 -1.38178983e+02  4.39366157e-10];[0 0 0];[-13.2 -144.7 6.17]
[ -16. -138.   -8.];[ -15.90552316 -138.17601513   -7.95359834];[0 0 0];[-13.13 -145.14 -0.66]
[ -16. -138.  -16.];[ -15.9044374  -138.16669433  -15.90443737];[0 0 0];[-13.11 -145.36 -8.38]
[ -16. -138.  -24.];[ -15.8987797  -138.15478355  -23.84340926];[0 0 0];[-13.23 -145.88 -15.61]
[ -16. -138.  -32.];[ -15.89122129 -138.12848691  -31.76498407];[0 0 0];[-13.2 -146.35 -22.4]
[  -8. -138.  -32.];[  -7.94756674 -138.1414985   -31.76950493];[0 0 0];[-7.55 -146.12 -23.3]
[  -8. -138.  -24.];[  -7.95099146 -138.16534839  -23.8456505 ];[0 0 0];[-7.02 -145.65 -16.84]
[  -8. -138.  -16.];[  -7.95359834 -138.1760152   -15.9055231 ];[0 0 0];[-6.82 -145.41 -9.73]
[  -8. -138.   -8.];[  -7.95581265 -138.17791107   -7.95581264];[0 0 0];[-7.14 -145.34 -2.42]
[  -8. -138.    0.];[-7.95593973e+00 -1.38180682e+02 -1.48204916e-09];[0 0 0];[-6.89 -144.88 5.06]
[  -8. -138.    8.];[  -7.95581265 -138.17791106    7.95581263];[0 0 0];[-6.84 -144.48 11.35]
[  -8. -138.   16.];[  -7.95359832 -138.17601521   15.90552308];[0 0 0];[-6.9 -144.22 17.64]
[  -8. -138.   24.];[  -7.95099147 -138.16534838   23.8456505 ];[0 0 0];[-7.18 -143.76 24.39]
[  -8. -138.   32.];[  -7.94756674 -138.14149847   31.76950493];[0 0 0];[-7.53 -143.4 30.78]
[   0. -138.   32.];[ 2.39556193e-09 -1.38145568e+02  3.17708896e+01];[0 0 0];[-1.17 -143.5 30.78]
[   0. -138.   24.];[-6.04260376e-11 -1.38168689e+02  2.38463396e+01];[0 0 0];[-0.63 -143.62 25.31]
[   0. -138.   16.];[-2.73355513e-10 -1.38178983e+02  1.59058561e+01];[0 0 0];[-0.55 -143.86 18.86]
[   0. -138.    8.];[ 2.30322721e-09 -1.38180682e+02  7.95593969e+00];[0 0 0];[-0.45 -144.18 12.23]
[   0. -138.    0.];[-5.15291319e-09 -1.38175603e+02  3.13598679e-09];[0 0 0];[-0.32 -144.73 5.15]
[   0. -138.   -8.];[-5.47203787e-09 -1.38180682e+02 -7.95593969e+00];[0 0 0];[-0.32 -144.89 -1.64]
[   0. -138.  -16.];[-3.27224142e-09 -1.38178983e+02 -1.59058561e+01];[0 0 0];[-0.3 -145.08 -8.89]
[   0. -138.  -24.];[ 1.25359294e-09 -1.38168689e+02 -2.38463396e+01];[0 0 0];[-0.37 -145.31 -16.38]
[   0. -138.  -32.];[ 1.30535902e-09 -1.38145568e+02 -3.17708896e+01];[0 0 0];[-0.42 -145.75 -23.18]
[   8. -138.  -32.];[   7.94756675 -138.14149848  -31.76950496];[0 0 0];[6.08 -145.84 -23.48]
[   8. -138.  -24.];[   7.95099146 -138.16534839  -23.84565051];[0 0 0];[5.61 -145.46 -17.41]
[   8. -138.  -16.];[   7.95359834 -138.17601519  -15.9055231 ];[0 0 0];[5.81 -145.16 -10.27]
[   8. -138.   -8.];[   7.95581264 -138.17791106   -7.95581263];[0 0 0];[6.36 -145.18 -3.06]
[   8. -138.    0.];[ 7.95593973e+00 -1.38180682e+02 -8.33064362e-10];[0 0 0];[6.35 -144.87 3.95]
[   8. -138.    8.];[   7.95581264 -138.17791106    7.95581263];[0 0 0];[6.3 -144.4 10.88]
[   8. -138.   16.];[   7.95359834 -138.1760152    15.90552309];[0 0 0];[6.37 -143.9 17.55]
[   8. -138.   24.];[   7.95099147 -138.16534838   23.8456505 ];[0 0 0];[6.38 -143.4 24.26]
[   8. -138.   32.];[   7.94756675 -138.14149847   31.76950497];[0 0 0];[6.57 -143.24 30.79]
[  16. -138.   32.];[  15.8912213  -138.12848693   31.76498409];[0 0 0];[12.58 -142.94 31.17]
[  16. -138.   24.];[  15.8987797  -138.15478355   23.84340929];[0 0 0];[12.39 -143.34 25.39]
[  16. -138.   16.];[  15.90443741 -138.16669432   15.90443738];[0 0 0];[12.25 -143.64 18.89]
[  16. -138.    8.];[  15.90552316 -138.17601512    7.95359834];[0 0 0];[12.52 -143.98 12.19]
[  16. -138.    0.];[ 1.59058562e+01 -1.38178983e+02 -6.58592408e-10];[0 0 0];[12.52 -144.54 4.88]
[  16. -138.   -8.];[  15.90552317 -138.17601512   -7.95359834];[0 0 0];[12.37 -144.88 -2.2]
[  16. -138.  -16.];[  15.90443741 -138.16669432  -15.90443737];[0 0 0];[12.44 -144.87 -9.45]
[  16. -138.  -24.];[  15.89877971 -138.15478353  -23.84340929];[0 0 0];[12.27 -145.21 -16.8]
[  16. -138.  -32.];[  15.89122129 -138.12848692  -31.76498405];[0 0 0];[12.51 -145.76 -23.57]
[  24. -138.  -24.];[  23.83896013 -138.13494842  -23.83896007];[0 0 0];[18.23 -145.46 -17.53]
[  24. -138.  -16.];[  23.84340943 -138.15478344  -15.89877972];[0 0 0];[17.94 -145.19 -10.03]
[  24. -138.   -8.];[  23.84565061 -138.16534829   -7.95099146];[0 0 0];[18.05 -144.84 -2.94]
[  24. -138.    0.];[ 2.38463397e+01 -1.38168689e+02  4.85137056e-09];[0 0 0];[18.23 -144.51 3.65]
[  24. -138.    8.];[  23.84565063 -138.16534828    7.95099148];[0 0 0];[18.37 -144.06 10.89]
[  24. -138.   16.];[  23.8434094  -138.15478346   15.89877972];[0 0 0];[18.73 -143.49 17.97]
[  24. -138.   24.];[  23.8389601  -138.13494842   23.83896005];[0 0 0];[18.85 -143.21 24.44]
[  32. -138.   16.];[  31.76498428 -138.12848682   15.89122131];[0 0 0];[24.83 -143.92 19.08]
[  32. -138.    8.];[  31.76950516 -138.14149837    7.94756675];[0 0 0];[24.73 -144.4 12.23]
[  32. -138.    0.];[ 3.17708898e+01 -1.38145568e+02 -3.75231164e-09];[0 0 0];[24.61 -144.76 4.98]
[  32. -138.   -8.];[  31.76950514 -138.14149835   -7.94756676];[0 0 0];[24.63 -145.09 -1.68]
[  32. -138.  -16.];[  31.76498429 -138.12848681  -15.89122132];[0 0 0];[24.75 -145.14 -9.28]
[  32. -146.  -16.];[  31.71451708 -145.9732994   -15.86921951];[0 0 0];[25.37 -150.32 -9.87]
[  32. -146.   -8.];[  31.72288635 -145.99725675   -7.93754409];[0 0 0];[25.18 -150.34 -3.24]
[  32. -146.    0.];[ 3.17253214e+01 -1.46004494e+02  3.69185200e-09];[0 0 0];[25.09 -149.92 4.11]
[  32. -146.    8.];[  31.72288641 -145.99725674    7.93754411];[0 0 0];[25.3 -149.39 11.62]
[  32. -146.   16.];[  31.71451703 -145.9732994    15.86921949];[0 0 0];[25.96 -148.75 18.42]
[  24. -146.   24.];[  23.8084004  -145.99513769   23.80840033];[0 0 0];[20.54 -148.02 25.39]
[  24. -146.   16.];[  23.81636037 -146.02997396   15.88152079];[0 0 0];[19.72 -148.49 19.47]
[  24. -146.    8.];[  23.82003997 -146.04737434    7.94295934];[0 0 0];[19.17 -148.91 12.6]
[  24. -146.    0.];[ 2.38211290e+01 -1.46052736e+02 -1.56165943e-09];[0 0 0];[18.87 -149.33 5.29]
[  24. -146.   -8.];[  23.82003995 -146.04737432   -7.94295933];[0 0 0];[18.81 -149.73 -1.82]
[  24. -146.  -16.];[  23.81636034 -146.02997396  -15.88152077];[0 0 0];[18.73 -149.92 -10.14]
[  24. -146.  -24.];[  23.80840042 -145.99513769  -23.80840034];[0 0 0];[19.24 -150.39 -17.61]
[  16. -146.  -32.];[  15.8692194  -145.97329941  -31.71451667];[0 0 0];[13.25 -150.88 -24.9]
[  16. -146.  -24.];[  15.88152068 -146.02997402  -23.81636012];[0 0 0];[12.67 -150.26 -18.64]
[  16. -146.  -16.];[  15.889802   -146.0570117   -15.88980196];[0 0 0];[12.35 -149.99 -11.09]
[  16. -146.   -8.];[  15.8916419  -146.07139614   -7.94678159];[0 0 0];[11.81 -149.57 -3.41]
[  16. -146.    0.];[ 1.58921900e+01 -1.46075868e+02  2.03555060e-09];[0 0 0];[11.88 -149.11 4.14]
[  16. -146.    8.];[  15.89164188 -146.07139615    7.94678157];[0 0 0];[12.22 -148.57 11.36]
[  16. -146.   16.];[  15.88980198 -146.05701171   15.88980195];[0 0 0];[12.81 -148.05 18.41]
[  16. -146.   24.];[  15.88152068 -146.02997401   23.81636009];[0 0 0];[13.3 -147.99 24.78]
[  16. -146.   32.];[  15.86921942 -145.97329943   31.71451669];[0 0 0];[13.6 -147.95 31.17]
[   8. -146.   32.];[   7.93754405 -145.99725679   31.72288602];[0 0 0];[7.11 -148.33 31.04]
[   8. -146.   24.];[   7.94295931 -146.04737439   23.82003978];[0 0 0];[6.48 -148.19 24.98]
[   8. -146.   16.];[   7.94678156 -146.0713962    15.89164179];[0 0 0];[6.64 -148.18 19.07]
[   8. -146.    8.];[   7.94996891 -146.08088911    7.9499689 ];[0 0 0];[6.39 -148.52 12.58]
[   8. -146.    0.];[ 7.95020397e+00 -1.46084853e+02 -9.41212354e-11];[0 0 0];[6.18 -148.96 4.62]
[   8. -146.   -8.];[   7.94996891 -146.0808891    -7.9499689 ];[0 0 0];[6.07 -149.36 -3.07]
[   8. -146.  -16.];[   7.94678156 -146.07139621  -15.89164176];[0 0 0];[6.04 -149.56 -10.78]
[   8. -146.  -24.];[   7.9429593  -146.0473744   -23.82003973];[0 0 0];[6.51 -150.1 -18.03]
[   8. -146.  -32.];[   7.93754404 -145.99725679  -31.72288595];[0 0 0];[6.63 -150.43 -25.06]
[   0. -146.  -32.];[-6.01828946e-09 -1.46004494e+02 -3.17253209e+01];[0 0 0];[0.51 -150.61 -25.24]
[   0. -146.  -24.];[ 3.43366079e-10 -1.46052736e+02 -2.38211289e+01];[0 0 0];[0.04 -150.04 -18.97]
[   0. -146.  -16.];[ 2.51560498e-10 -1.46075868e+02 -1.58921899e+01];[0 0 0];[0.26 -149.98 -11.65]
[   0. -146.   -8.];[-1.52113665e-09 -1.46084853e+02 -7.95020391e+00];[0 0 0];[0.35 -149.56 -3.67]
[   0. -146.    0.];[ 2.21849416e-09 -1.46084061e+02 -2.63931881e-09];[0 0 0];[0.36 -149.15 4.0]
[   0. -146.    8.];[ 6.95353739e-10 -1.46084853e+02  7.95020391e+00];[0 0 0];[0.0 -148.54 11.4]
[   0. -146.   16.];[-1.06604747e-09 -1.46075868e+02  1.58921899e+01];[0 0 0];[-0.35 -148.18 18.16]
[   0. -146.   24.];[ 5.14776668e-10 -1.46052736e+02  2.38211288e+01];[0 0 0];[-0.28 -148.52 23.95]
[   0. -146.   32.];[ 2.67336100e-09 -1.46004494e+02  3.17253209e+01];[0 0 0];[-0.32 -148.6 29.82]
[  -8. -146.   32.];[  -7.93754405 -145.99725682   31.72288596];[0 0 0];[-7.76 -148.68 29.56]
[  -8. -146.   24.];[  -7.9429593  -146.0473744    23.82003975];[0 0 0];[-7.86 -148.58 24.0]
[  -8. -146.   16.];[  -7.94678155 -146.07139621   15.89164176];[0 0 0];[-7.53 -148.46 17.76]
[  -8. -146.    8.];[  -7.94996892 -146.0808891     7.9499689 ];[0 0 0];[-7.22 -148.66 11.33]
[  -8. -146.    0.];[-7.95020397e+00 -1.46084853e+02  7.41528189e-10];[0 0 0];[-6.8 -148.91 4.01]
[  -8. -146.   -8.];[  -7.94996893 -146.08088908   -7.94996891];[0 0 0];[-6.61 -149.13 -4.15]
[  -8. -146.  -16.];[  -7.94678156 -146.0713962   -15.89164177];[0 0 0];[-6.84 -149.4 -11.58]
[  -8. -146.  -24.];[  -7.94295929 -146.04737441  -23.8200397 ];[0 0 0];[-7.3 -149.75 -18.68]
[  -8. -146.  -32.];[  -7.93754405 -145.9972568   -31.722886  ];[0 0 0];[-7.59 -150.37 -25.63]
[ -16. -146.  -32.];[ -15.8692194  -145.97329941  -31.71451664];[0 0 0];[-14.54 -150.47 -26.13]
[ -16. -146.  -24.];[ -15.8815207  -146.02997402  -23.81636014];[0 0 0];[-14.06 -150.21 -19.62]
[ -16. -146.  -16.];[ -15.889802   -146.05701169  -15.88980197];[0 0 0];[-13.46 -149.85 -12.49]
[ -16. -146.   -8.];[ -15.89164188 -146.07139616   -7.94678158];[0 0 0];[-13.18 -149.56 -5.08]
[ -16. -146.    0.];[-1.58921900e+01 -1.46075868e+02  7.05030839e-10];[0 0 0];[-13.44 -149.35 2.31]
[ -16. -146.    8.];[ -15.89164193 -146.07139612    7.9467816 ];[0 0 0];[-13.77 -148.83 9.83]
[ -16. -146.   16.];[ -15.88980201 -146.05701169   15.88980197];[0 0 0];[-14.19 -148.7 16.34]
[ -16. -146.   24.];[ -15.8815207  -146.029974     23.81636011];[0 0 0];[-14.6 -148.54 23.16]
[ -16. -146.   32.];[ -15.8692194  -145.97329943   31.71451665];[0 0 0];[-15.23 -148.55 29.86]
[ -24. -146.   24.];[ -23.80840035 -145.99513771   23.80840027];[0 0 0];[-21.52 -148.53 24.46]
[ -24. -146.   16.];[ -23.81636034 -146.02997396   15.88152076];[0 0 0];[-21.09 -148.92 17.56]
[ -24. -146.    8.];[ -23.82003994 -146.04737434    7.94295933];[0 0 0];[-20.6 -149.18 10.46]
[ -24. -146.    0.];[-2.38211290e+01 -1.46052736e+02 -1.64890573e-09];[0 0 0];[-20.22 -149.4 3.1]
[ -24. -146.   -8.];[ -23.82003996 -146.04737434   -7.94295933];[0 0 0];[-20.05 -149.69 -3.97]
[ -24. -146.  -16.];[ -23.81636031 -146.02997397  -15.88152074];[0 0 0];[-20.33 -149.9 -11.73]
[ -24. -146.  -24.];[ -23.80840037 -145.9951377   -23.8084003 ];[0 0 0];[-20.68 -150.39 -18.76]
[ -32. -146.  -16.];[ -31.71451714 -145.97329939  -15.86921953];[0 0 0];[-26.87 -150.56 -12.62]
[ -32. -146.   -8.];[ -31.72288637 -145.99725676   -7.93754409];[0 0 0];[-26.86 -150.31 -5.36]
[ -32. -146.    0.];[-3.17253214e+01 -1.46004494e+02  8.11959442e-09];[0 0 0];[-26.78 -149.93 1.76]
[ -32. -146.    8.];[ -31.72288643 -145.99725675    7.93754411];[0 0 0];[-26.97 -149.55 9.14]
[ -32. -146.   16.];[ -31.71451707 -145.97329939   15.86921951];[0 0 0];[-27.68 -148.95 16.82]
[ -32. -154.    0.];[-3.16262841e+01 -1.53779637e+02 -1.18994888e-09];[0 0 0];[-28.19 -155.39 3.77]
[ -24. -154.  -16.];[ -23.77065712 -153.85739188  -15.85399529];[0 0 0];[-22.09 -155.55 -12.89]
[ -24. -154.   -8.];[ -23.7816633  -153.89226982   -7.93196569];[0 0 0];[-21.3 -155.28 -6.07]
[ -24. -154.    0.];[-2.37847351e+01 -1.53902250e+02 -6.72017208e-11];[0 0 0];[-21.02 -154.98 1.92]
[ -24. -154.    8.];[ -23.78166326 -153.8922698     7.93196569];[0 0 0];[-21.31 -154.43 9.89]
[ -24. -154.   16.];[ -23.77065709 -153.85739188   15.8539953 ];[0 0 0];[-22.03 -153.9 17.82]
[ -16. -154.   24.];[ -15.85399521 -153.85739179   23.77065683];[0 0 0];[-15.94 -153.62 24.28]
[ -16. -154.   16.];[ -15.86898925 -153.91862441   15.86898922];[0 0 0];[-15.32 -153.58 18.16]
[ -16. -154.    8.];[ -15.87362224 -153.94394766    7.93820413];[0 0 0];[-14.6 -153.88 11.09]
[ -16. -154.    0.];[-1.58749440e+01 -1.53951379e+02 -9.98409778e-10];[0 0 0];[-14.02 -154.29 3.12]
[ -16. -154.   -8.];[ -15.87362219 -153.94394764   -7.93820411];[0 0 0];[-14.0 -154.53 -5.21]
