# extended ;1
# legs ;['blueleg']
# legs model ;['cosserat']
# legs young modulus ;[35000.]
# legs poisson ratio ;[0.45]
# legs position on motor ;['counterclockwisedown', 'clockwisedown', 'counterclockwisedown', 'clockwisedown']
# connector ;bluepart
# connector type ;rigid
Target;Simulation;DepthCamera;Polhemus
[ -16. -154.  -16.];[ -15.86898922 -153.91862439  -15.86898916];[0 0 0];[-14.52 -154.76 -13.01]
[ -16. -154.  -24.];[ -15.85399516 -153.85739173  -23.77065674];[0 0 0];[-15.08 -155.39 -20.09]
[  -8. -154.  -24.];[  -7.93196565 -153.89226974  -23.78166298];[0 0 0];[-8.23 -155.31 -20.89]
[  -8. -154.  -16.];[  -7.9382041  -153.94394762  -15.8736221 ];[0 0 0];[-7.69 -154.62 -13.98]
[  -8. -154.   -8.];[  -7.94239724 -153.96737888   -7.94239722];[0 0 0];[-7.51 -153.99 -6.2]
[  -8. -154.    0.];[-7.94292915e+00 -1.53973705e+02 -1.78696048e-09];[0 0 0];[-7.46 -153.75 2.29]
[  -8. -154.    8.];[  -7.94239724 -153.96737889    7.94239722];[0 0 0];[-7.51 -153.41 10.18]
[  -8. -154.   16.];[  -7.9382041  -153.94394762   15.87362208];[0 0 0];[-7.86 -153.06 17.14]
[  -8. -154.   24.];[  -7.93196565 -153.89226974   23.781663  ];[0 0 0];[-8.13 -153.45 23.6]
[   0. -154.   32.];[ 6.70066920e-09 -1.53779636e+02  3.16262835e+01];[0 0 0];[-1.38 -154.34 29.92]
[   0. -154.   24.];[ 4.83449339e-09 -1.53902250e+02  2.37847348e+01];[0 0 0];[-0.99 -153.35 24.44]
[   0. -154.   16.];[ 9.71482810e-10 -1.53951379e+02  1.58749439e+01];[0 0 0];[-0.65 -152.96 18.12]
[   0. -154.    8.];[-3.18719782e-10 -1.53973705e+02  7.94292910e+00];[0 0 0];[-0.97 -153.08 10.89]
[   0. -154.    0.];[ 1.39581846e-10 -1.53980820e+02  1.01696150e-09];[0 0 0];[-0.74 -153.51 2.63]
[   0. -154.   -8.];[-4.95608215e-10 -1.53973705e+02 -7.94292912e+00];[0 0 0];[-0.3 -153.82 -5.72]
[   0. -154.  -16.];[-3.93348665e-10 -1.53951379e+02 -1.58749439e+01];[0 0 0];[-0.37 -154.15 -13.15]
[   0. -154.  -24.];[-3.29828445e-09 -1.53902250e+02 -2.37847348e+01];[0 0 0];[-0.06 -154.81 -20.21]
[   0. -154.  -32.];[-6.36502155e-09 -1.53779636e+02 -3.16262835e+01];[0 0 0];[-0.18 -156.1 -27.24]
[   8. -154.  -24.];[   7.93196565 -153.89226973  -23.78166297];[0 0 0];[6.95 -155.13 -21.16]
[   8. -154.  -16.];[   7.93820411 -153.94394764  -15.87362213];[0 0 0];[6.71 -154.5 -13.91]
[   8. -154.   -8.];[   7.94239723 -153.96737888   -7.94239721];[0 0 0];[5.93 -154.04 -6.06]
[   8. -154.    0.];[ 7.94292915e+00 -1.53973705e+02 -6.91227504e-11];[0 0 0];[5.55 -153.71 2.3]
[   8. -154.    8.];[   7.94239723 -153.96737888    7.94239721];[0 0 0];[5.93 -153.24 10.11]
[   8. -154.   16.];[   7.93820408 -153.94394761   15.87362205];[0 0 0];[6.46 -153.05 17.07]
[   8. -154.   24.];[   7.93196565 -153.89226974   23.78166297];[0 0 0];[7.07 -153.53 23.53]
[  16. -154.   24.];[  15.85399518 -153.85739177   23.7706568 ];[0 0 0];[14.44 -153.58 23.88]
[  16. -154.   16.];[  15.86898923 -153.9186244    15.86898919];[0 0 0];[13.99 -153.6 17.64]
[  16. -154.    8.];[  15.87362222 -153.94394765    7.93820413];[0 0 0];[13.2 -153.72 10.57]
[  16. -154.    0.];[ 1.58749440e+01 -1.53951379e+02 -6.69154179e-10];[0 0 0];[12.87 -154.08 2.77]
[  16. -154.   -8.];[  15.87362226 -153.94394768   -7.93820415];[0 0 0];[12.87 -154.26 -5.4]
[  16. -154.  -16.];[  15.86898925 -153.91862441  -15.86898919];[0 0 0];[13.15 -154.45 -12.91]
[  16. -154.  -24.];[  15.8539952  -153.85739178  -23.77065684];[0 0 0];[13.7 -155.19 -20.28]
[  24. -154.  -16.];[  23.7706571  -153.85739189  -15.85399531];[0 0 0];[20.04 -155.06 -14.27]
[  24. -154.   -8.];[  23.7816633  -153.89226983   -7.9319657 ];[0 0 0];[19.67 -154.92 -6.35]
[  24. -154.    0.];[ 2.37847352e+01 -1.53902250e+02  2.16356273e-09];[0 0 0];[19.4 -154.59 1.5]
[  24. -154.    8.];[  23.78166328 -153.89226982    7.9319657 ];[0 0 0];[19.67 -154.17 9.41]
[  24. -154.   16.];[  23.77065711 -153.85739188   15.8539953 ];[0 0 0];[20.6 -153.87 16.75]
[  32. -154.    0.];[ 3.16262842e+01 -1.53779637e+02 -1.31875205e-08];[0 0 0];[26.66 -155.14 3.23]
[  24. -162.    0.];[ 2.36591354e+01 -1.61618613e+02 -5.39923324e-09];[0 0 0];[21.37 -160.63 2.33]
[  16. -162.  -16.];[  15.81265103 -161.68932882  -15.81265098];[0 0 0];[15.46 -160.66 -14.81]
[  16. -162.   -8.];[  15.83150476 -161.76196303   -7.9191105 ];[0 0 0];[14.82 -160.11 -7.35]
[  16. -162.    0.];[ 1.58361021e+01 -1.61780039e+02  5.47834881e-09];[0 0 0];[14.47 -159.79 1.5]
[  16. -162.    8.];[  15.83150482 -161.76196309    7.91911051];[0 0 0];[14.41 -159.47 10.45]
[  16. -162.   16.];[  15.81265107 -161.68932887   15.81265101];[0 0 0];[15.2 -159.38 18.3]
[   8. -162.   16.];[   7.91911049 -161.76196294   15.83150465];[0 0 0];[7.72 -159.25 18.49]
[   8. -162.    8.];[   7.92783934 -161.82134186    7.92783932];[0 0 0];[7.3 -159.01 11.37]
[   8. -162.    0.];[ 7.92938073e+00 -1.61834763e+02 -5.33089737e-09];[0 0 0];[7.33 -159.24 2.77]
[   8. -162.   -8.];[   7.92783936 -161.8213419    -7.92783934];[0 0 0];[7.52 -159.41 -6.09]
[   8. -162.  -16.];[   7.91911048 -161.76196293  -15.83150463];[0 0 0];[7.64 -159.78 -14.49]
[   0. -162.  -24.];[ 1.40467048e-09 -1.61618613e+02 -2.36591349e+01];[0 0 0];[-0.36 -161.27 -22.39]
[   0. -162.  -16.];[ 3.29372417e-09 -1.61780038e+02 -1.58361018e+01];[0 0 0];[-0.59 -160.09 -15.58]
[   0. -162.   -8.];[-6.78571628e-09 -1.61834763e+02 -7.92938066e+00];[0 0 0];[-0.59 -159.41 -7.23]
[   0. -162.    0.];[-2.89569651e-09 -1.61855732e+02  4.79443819e-09];[0 0 0];[-0.58 -159.09 1.27]
[   0. -162.    8.];[ 3.31238383e-09 -1.61834763e+02  7.92938066e+00];[0 0 0];[-0.84 -158.75 9.88]
[   0. -162.   16.];[-9.95415131e-11 -1.61780038e+02  1.58361018e+01];[0 0 0];[-0.69 -158.77 17.33]
[   0. -162.   24.];[-6.74793614e-09 -1.61618613e+02  2.36591348e+01];[0 0 0];[-0.64 -159.72 24.43]
[  -8. -162.   16.];[  -7.91911049 -161.76196295   15.83150465];[0 0 0];[-8.55 -158.92 18.7]
[  -8. -162.    8.];[  -7.92783936 -161.82134188    7.92783933];[0 0 0];[-8.59 -159.01 10.75]
[  -8. -162.    0.];[-7.92938071e+00 -1.61834763e+02 -3.74461402e-10];[0 0 0];[-8.14 -159.4 2.0]
[  -8. -162.   -8.];[  -7.92783936 -161.8213419    -7.92783934];[0 0 0];[-7.88 -159.7 -6.61]
[  -8. -162.  -16.];[  -7.91911049 -161.76196295  -15.83150466];[0 0 0];[-8.43 -160.06 -14.82]
[ -16. -162.  -16.];[ -15.81265107 -161.68932887  -15.81265101];[0 0 0];[-15.87 -160.79 -15.65]
[ -16. -162.   -8.];[ -15.83150482 -161.7619631    -7.91911052];[0 0 0];[-15.52 -160.57 -7.58]
[ -16. -162.    0.];[-1.58361020e+01 -1.61780039e+02  4.38635791e-11];[0 0 0];[-15.17 -160.32 1.05]
[ -16. -162.    8.];[ -15.83150482 -161.7619631     7.91911052];[0 0 0];[-15.29 -159.74 9.77]
[ -16. -162.   16.];[ -15.81265107 -161.68932884   15.812651  ];[0 0 0];[-16.02 -159.58 18.07]
[ -24. -162.    0.];[-2.36591354e+01 -1.61618614e+02  4.47138318e-09];[0 0 0];[-21.91 -161.15 2.55]
[   0. -170.    0.];[-1.09633501e-08 -1.69678254e+02 -4.47890019e-09];[0 0 0];[-1.13 -166.06 1.72]
